Track Name,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Label,Genre
New Light,John Mayer,0.828,0.689,7,-7.878,1,0.0326,0.325,0.0384,0.0808,0.853,123.931,216015,4,1,"pop,indie,blues,soft+rock,singer-songwriter,acoustic,rock"
Don't Hurt Yourself (feat. Jack White),Beyoncé,0.614,0.686,9,-6.483,0,0.21,0.0105,1.36E-06,0.184,0.645,136.537,233667,4,1,"rock,blues,hino,jack+white,rnb,pop,female+vocalists"
"PORFA Remix ( Feat. Maluma, Nicky Jam, Sech) - Remix",Feid,0.793,0.737,6,-4.731,0,0.0785,0.0765,0,0.0747,0.697,167.969,333800,4,1,"groove+metal,latin,thrash+metal,reggaeton,groove+metal,latin,reggaeton"
Fútbol & Rumba (feat. Enrique Iglesias),Anuel AA,0.735,0.916,2,-2.082,1,0.117,0.397,2.91E-06,0.0918,0.691,167.994,221429,4,1,"reggaeton,trap,hip-hop,latin+trap,reggaeton,trap,latin+trap"
Bleed It Out,Linkin Park,0.542,0.932,4,-4.896,1,0.05,0.0747,0,0.613,0.698,140.135,164760,4,1,"rock,alternative+rock,nu+metal,linkin+park,alternative,rock,nu+metal,alternative+rock"
If You Know You Know,Pusha T,0.46,0.697,6,-5.954,0,0.325,0.0186,0,0.362,0.701,153.426,202120,4,1,"hip-hop,dope,hip-hop,rap,hip+hop"
Two®,Lil Uzi Vert,0.266,0.642,7,-5.133,1,0.0694,0.424,0,0.0943,0.0371,75.022,185276,4,1,"hip-hop,trap,lil+uzi+vert,trap,hip-hop,rap"
Revival (Interlude),Eminem,0.613,0.288,6,-9.803,0,0.0294,0.857,0,0.217,0.738,99.917,51827,4,1,"rap,hip+hop,hip-hop,interlude,10s,rap,hip-hop,eminem"
State Of Emergency,Logic,0.675,0.675,0,-7.527,1,0.283,0.0826,0,0.12,0.622,173.922,154373,4,1,"hip-hop,rap,2+chainz,hip-hop,rap,hip+hop"
Bigger Than You (feat. Drake & Quavo),2 Chainz,0.888,0.515,1,-6.246,1,0.271,0.247,0,0.446,0.264,141.009,225893,4,1,"rap,trap,drake,quavo,2+chainz,hip-hop,rap,trap"
Little Things,One Direction,0.707,0.222,7,-11.716,1,0.0329,0.788,0,0.205,0.556,110.095,219640,4,1,"pop,one+direction,i+am+crying+oh+ym+god,ballad,love+at+first+listen,pop,british,one+direction"
Nummer 1,Capital Bra,0.833,0.585,6,-6.252,0,0.223,0.542,7.01E-06,0.0632,0.663,96.016,155000,4,1,"deutschrap,rap,german,hip-hop,deutschrap,rap,german"
Boo'd Up,Ella Mai,0.561,0.779,10,-5.107,0,0.0531,0.0862,0,0.078,0.235,81.965,256064,4,1,"rnb,british,r+and+b,r+n+b,ella+mai,rnb,soul,british"
September Song,JP Cooper,0.623,0.654,0,-5.675,0,0.0372,0.0545,0,0.0838,0.401,95.921,220291,4,1,"pop,british,male+vocalists,happy+hour,wake-up+song,soul,folk,pop"
Silhouettes - Original Radio Edit,Avicii,0.605,0.8,5,-6.235,0,0.0545,0.155,0.0562,0.121,0.836,128.074,211880,4,1,"dance,progressive+house,vocals,house,electronic,dance"
B.S. (feat. H.E.R.),Jhené Aiko,0.617,0.525,8,-10.426,0,0.12,0.554,1.10E-06,0.135,0.377,135.781,212867,4,1,"rnb,soul,pop,female+vocalists,r&b,rnb,soul,pop"
All These Years,Camila Cabello,0.732,0.436,1,-7.409,0,0.117,0.609,0,0.108,0.475,94.852,164373,4,1,"acoustic,pop,camila+cabello,pop,female+vocalists,dance"
Unica,Ozuna,0.649,0.895,0,-1.358,1,0.0394,0.174,1.95E-06,0.095,0.664,174.074,219683,4,1,"reggaeton,puerto+rico,reggaeton,puerto+rico,latin"
Bedroom Floor,Liam Payne,0.678,0.679,1,-7.093,1,0.0644,0.301,0.000136,0.112,0.218,119.977,188346,4,1,"pop,party,british,2017+single,pop,rnb,british"
Havana - Remix,Camila Cabello,0.751,0.579,2,-4.036,1,0.0321,0.398,2.28E-05,0.133,0.349,105.031,199095,4,1,"pop,latin,camila+cabello,remix,pop,female+vocalists,dance"
I Am,Jorja Smith,0.601,0.583,8,-5.725,0,0.263,0.144,9.73E-05,0.183,0.32,148.785,208760,4,1,"rnb,hip-hop,alternative+rnb,rock,rnb,soul,pop"
All Night (BTS World Original Soundtrack) [Pt. 3],BTS,0.725,0.706,5,-4.766,1,0.121,0.193,0,0.109,0.667,120.042,216874,4,1,"rap,hip+hop,electronic,electronica,k-pop,k-pop,bts,kpop"
Terremoto,Anitta,0.891,0.805,8,-5.836,0,0.0898,0.329,0,0.277,0.967,95.045,146276,4,1,"terremoto,kevinho,anitta,funk,pop,brazilian,funk"
I Don’t Know Why,Imagine Dragons,0.475,0.657,2,-7.381,1,0.0708,0.0058,8.81E-06,0.181,0.0707,132.071,190120,4,1,"alternative,indie+pop,rock,love,indie,indie+rock,alternative"
200 km/h,Apache 207,0.904,0.677,11,-6.413,0,0.177,0.273,1.62E-05,0.106,0.424,148.049,164080,4,1,german hip hop
Sober,Lorde,0.795,0.488,6,-10.349,1,0.192,0.2,0.00364,0.133,0.528,107.734,197236,4,1,"pop,art+pop,alternative,synthpop,indie+pop,pop,indie+pop,electronic"
Kinda Crazy,Selena Gomez,0.691,0.446,11,-10.304,0,0.0472,0.484,0.00495,0.183,0.534,93.03,212436,4,1,"pop,female+vocalists,rare,dance-pop,2020,pop,female+vocalists,disney"
RAP DEVIL,Machine Gun Kelly,0.895,0.839,0,-4.512,1,0.227,0.217,3.00E-06,0.239,0.756,149.951,286117,4,1,"hip-hop,rap,underground+hip+hop,eminem,hip-hop,rap,pop+punk"
Lemon (feat. Drake) - Drake Remix,N.E.R.D,0.777,0.657,1,-6.434,1,0.237,0.000738,3.34E-06,0.0932,0.245,189.992,226107,4,1,"hip hop,virginia hip hop"
Cuaderno,Dalex,0.681,0.648,1,-5.021,0,0.38,0.523,0,0.104,0.688,172.02,286507,4,1,"latin,usa,reggaeton,all,united+states,latin,usa,reggaeton"
Get Ugly,Lil Baby,0.681,0.414,1,-6.944,0,0.223,0.177,0,0.178,0.0734,148.03,155832,4,1,"rap,hip-hop,hip+hop,trap,hip-hop,rap,hip+hop"
"No More (feat. Travis Scott, Kodak Black & 21 Savage)",Metro Boomin,0.636,0.501,11,-7.26,0,0.329,0.413,0,0.339,0.196,82.309,265120,4,1,"travis+scott,21+savage,kodak+black,trap,rap,hip-hop"
Wish Wish (feat. Cardi B & 21 Savage),DJ Khaled,0.861,0.666,8,-5.18,0,0.343,0.00218,0,0.272,0.853,145.041,202625,4,1,"rap,hip+hop,hip-hop,trap,hip-hop,rap,hip+hop"
Moves,Big Sean,0.812,0.522,2,-5.287,1,0.257,0.0433,0,0.154,0.38,75.524,142907,4,1,"rap,hip+hop,big+sean,american,2017,hip-hop,rap,hip+hop"
WORKIN ME,Quavo,0.79,0.629,8,-4.055,1,0.142,0.182,7.06E-06,0.338,0.267,170.023,169620,4,1,"quavo,migos,quavo,rap"
Donald Trump,Mac Miller,0.632,0.898,1,-7.364,0,0.119,0.128,0,0.449,0.797,162.974,164587,4,1,"hip-hop,hip+hop,mac+miller,rap,hip-hop,rap,underground+hip-hop"
Kein Plan,Loredana,0.878,0.699,0,-5.035,0,0.0464,0.0689,0.00219,0.0753,0.78,102.01,155018,4,1,"pop,romanian,german,aiesec,pop,romanian,german"
Lemon,N.E.R.D,0.919,0.73,1,-6.581,1,0.088,0.00194,8.51E-05,0.101,0.189,95.044,219880,4,1,rihanna
I Wanna Rock (feat. Gunna),G-Eazy,0.777,0.851,10,-3.801,0,0.0844,0.00769,0,0.14,0.698,100.038,163387,4,1,"gunna,hip-hop,rap,hip+hop"
Cheap Thrills,Sia,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,211667,4,1,"pop,dance,female+vocalists,indie,chillout"
Don't Stop Me Now - 2011 Mix,Queen,0.559,0.868,5,-5.276,1,0.17,0.0475,0.000176,0.776,0.609,156.295,209413,4,1,"classic+rock,rock,hard+rock,glam+rock,80s,classic+rock,rock,hard+rock"
Hard Times,Paramore,0.695,0.818,5,-5.379,0,0.0334,0.00647,4.87E-06,0.0219,0.916,119.965,182693,4,1,"new+wave,pop,pop+rock,indie+pop,rock,pop+punk,alternative"
Supplies,Justin Timberlake,0.793,0.554,11,-6.624,0,0.0451,0.00695,0,0.127,0.225,119.993,225600,4,1,"rnb,pop,american,rap,pop,rnb,dance"
Jerry Sprunger (with T-Pain),Tory Lanez,0.694,0.744,0,-5.334,0,0.297,0.144,0,0.0905,0.425,99.941,233546,4,1,"hip-hop,rnb,trap,t-pain,tory+lanez,hip-hop,rnb,canadian"
The Night We Met,Lord Huron,0.443,0.369,9,-9.514,1,0.0441,0.969,0.277,0.638,0.0989,174.107,208212,3,1,"indie,novo+amor,folk,indie+folk,2015,folk,psychedelic,indie"
VACATION,Tyga,0.821,0.61,1,-6.22,1,0.0959,0.0247,0,0.185,0.47,110.973,192936,4,1,"hip-hop,rap,hip+hop,tyga,hip-hop,rap,hip+hop"
Vermissen (feat. Henning May),Juju,0.718,0.667,9,-5.008,0,0.0551,0.169,0,0.0674,0.48,89.029,161882,4,1,"j-pop,dubstep,rap,japanese,hip-hop,j-pop,dubstep,rap"
Tuesday,Burak Yeter,0.841,0.639,9,-6.052,0,0.0688,0.0156,0.0654,0.0545,0.675,99.002,241875,4,1,"cover,drake,ilovemakonnen,house,turkish,electronic"
Some Say - Felix Jaehn Remix,Nea,0.682,0.7,6,-5.591,1,0.0397,0.406,0,0.174,0.637,120.03,186878,4,1,"pop,pop,rnb,r%27n%27b"
Baila Baila Baila - Remix,Ozuna,0.785,0.572,2,-7.504,1,0.123,0.0598,0,0.218,0.49,100.016,235284,4,1,"daddy+yankee,j+balvin,farruko,anuel+aa,reggaeton,puerto+rico,latin"
66,Lil Yachty,0.667,0.723,5,-4.31,0,0.27,0.0455,0.000193,0.213,0.251,148.058,153475,4,1,"rap,hip-hop,trap,cloud+trap,lil+yachty,trap,rap,hip-hop"
On Me (feat. Cardi B),Meek Mill,0.864,0.666,1,-5.525,1,0.234,0.0482,0,0.134,0.538,132.12,225008,4,1,"meek+mill,cardi+b,hip-hop,rap,hip+hop"
Whip (feat. Travis Scott),2 Chainz,0.793,0.399,7,-7.428,1,0.0951,0.12,0,0.124,0.0379,121.949,226600,4,1,"2+chainz,travis+scott,hip-hop,rap,trap"
Que Mas Pues - Remix,Sech,0.648,0.661,11,-5.027,1,0.195,0.121,2.33E-06,0.12,0.813,113.363,305962,5,1,"rap,latin,hip+hop,spanish,reggaeton,rap,latin,bulgarian"
Used To Love (with Dean Lewis),Martin Garrix,0.651,0.693,4,-4.722,1,0.0375,0.458,0,0.335,0.392,118.97,236765,4,1,"electropop,edm,2010s,martin+garrix,2019,house,electronic,dance"
Faint,Linkin Park,0.554,0.978,4,-3.554,1,0.131,0.111,0,0.0731,0.594,135.095,162600,4,1,"nu+metal,rock,linkin+park,alternative+rock,alternative,rock,nu+metal,alternative+rock"
Nuh Ready Nuh Ready (feat. PARTYNEXTDOOR),Calvin Harris,0.754,0.779,1,-3.288,0,0.0387,0.063,2.81E-05,0.0758,0.41,116.003,184172,4,1,"dancehall,partynextdoor,tropical+house,electronic,dance,electro"
1950,King Princess,0.6,0.535,4,-7.043,1,0.107,0.648,4.70E-06,0.162,0.269,71.912,225133,4,1,"indie+pop,lgbt,20gayteen,indie,pop,indie+pop,indie"
Reggaetonera,Anuel AA,0.694,0.796,6,-4.164,1,0.0565,0.48,0.000384,0.108,0.515,93.064,212312,4,1,"reggaeton,trap,hip-hop,latin+trap,reggaeton,trap,latin+trap"
Thinking out Loud,Ed Sheeran,0.781,0.445,2,-6.061,1,0.0295,0.474,0,0.184,0.591,78.998,281560,4,1,"soul,love,lovesong,ed+sheeran,10s,acoustic,british,singer-songwriter"
Money Spread (feat. Young Nudy),Lil Uzi Vert,0.778,0.618,1,-6.432,1,0.219,0.0234,0,0.298,0.212,135.879,217008,4,1,"lil+uzi+vert,young+nudy,trap,hip-hop,rap"
Dynamite - Instrumental,BTS,0.861,0.658,11,-6.966,1,0.05,0.00903,0.803,0.0443,0.625,114,198770,4,1,"k-pop,kpop,korean,pop,bts,k-pop,bts,kpop"
CABRIOLET (feat. Sfera Ebbasta),Salmo,0.548,0.531,0,-7.436,1,0.264,0.15,1.05E-05,0.0919,0.309,150.058,185573,4,1,"hip-hop,grime,rap,italian,hip-hop,grime,italian"
"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",Saweetie,0.948,0.63,1,-7.011,1,0.219,0.00647,2.02E-05,0.0737,0.425,100.032,253569,4,1,"hip-hop,urban,better+than+selena+gomez,rap,female+rapper,hip-hop,urban,better+than+selena+gomez"
What's Free (feat. Rick Ross & Jay Z),Meek Mill,0.511,0.718,11,-6.293,0,0.404,0.000322,0,0.111,0.267,166.42,362839,4,1,"jay-z,rick+ross,meek+mill,hip-hop,rap,hip+hop"
Machika,J Balvin,0.618,0.836,9,-3.362,1,0.379,0.0474,0,0.172,0.54,212.058,181733,4,1,"reggaeton,j+balvin,jeon,anitta,reggaeton,pop,colombian"
Pass auf wen du liebst,Ufo361,0.592,0.572,5,-8.974,0,0.185,0.146,0.000172,0.115,0.315,164.08,209449,4,1,"rap,german,hip-hop,german+rap,trap,rap,german+trap"
Family,The Chainsmokers,0.584,0.607,11,-6.605,1,0.0356,0.426,0,0.101,0.374,117.817,194827,4,1,"kygo,electronic,edm,the+chainsmokers,electronic,pop,house"
Love Me More,Trippie Redd,0.638,0.539,10,-5.853,1,0.0504,0.22,0,0.241,0.247,83.381,143713,4,1,"hip-hop,trap,rap,cloud+rap,trippie+redd,hip-hop,trap,rap"
COMO UN BEBÉ,J Balvin,0.825,0.807,6,-5.753,1,0.0949,0.0732,4.79E-06,0.138,0.816,103.053,218827,4,1,"pop,latin,tropical,reggaeton,pop,colombian"
Wanted,OneRepublic,0.668,0.534,1,-6.586,1,0.0677,0.164,0,0.1,0.711,145.816,136248,4,1,"2010s,2019,pop+rock,onerepublic,rock,pop+rock,alternative"
Jangueo,Alex Rose,0.851,0.688,11,-4.038,1,0.0565,0.238,1.93E-05,0.105,0.732,103.982,259600,4,1,"usa,indie+folk,sxsw,sxsw+2018,usa,indie+folk,sxsw"
Life is Beautiful,Lil Peep,0.533,0.638,10,-9.411,1,0.0636,0.0385,0.000932,0.0758,0.324,135.056,207587,4,1,"hip-hop,emo,rap,deep,cloud+rap,emo+rap,hip-hop"
Pneuma,TOOL,0.417,0.529,9,-9.338,0,0.0315,0.00211,0.755,0.11,0.0561,114.116,713192,1,1,"progressive+metal,progressive+rock,progressive+metal,progressive+rock,metal"
Epidemic,Polo G,0.616,0.617,1,-8.431,1,0.52,0.128,0,0.177,0.476,175.929,177273,4,1,"rap,hip-hop,american,hip+hop,trap,rap,hip-hop,american"
Hold The Line (feat. A R I Z O N A),Avicii,0.648,0.554,9,-7.005,1,0.0341,0.329,2.56E-05,0.0803,0.372,98.045,171786,4,1,"house,electronic,dance,progressive+house,electro+house,house,electronic,dance"
"White Christmas - Spotify Singles - Holiday, Recorded at Air Studios, London",George Ezra,0.586,0.32,0,-12.788,1,0.0289,0.637,0.00202,0.128,0.437,115.808,192459,4,1,"indie,folk,singer-songwriter,british,indie+folk,indie,folk,singer-songwriter"
Push My Luck,The Chainsmokers,0.584,0.643,2,-6.415,1,0.0395,0.288,0,0.186,0.53,90.036,181844,4,1,"electronic,pop,house,electro+house,dance,electronic,pop,house"
"Homemade Dynamite (Feat. Khalid, Post Malone & SZA) - REMIX",Lorde,0.781,0.548,0,-4.997,0,0.0764,0.229,0,0.127,0.175,106.996,214255,4,1,"pop,female+vocalist,sza,khalid,post+malone,pop,indie+pop,electronic"
Ya No Tiene Novio,Sebastian Yatra,0.632,0.832,7,-1.948,0,0.154,0.048,0,0.0705,0.784,182.184,198933,4,1,"reggaeton,all,pop,colombia,reggaeton,all,pop"
Say Amen (Saturday Night),Panic! At The Disco,0.491,0.867,6,-2.313,0,0.103,0.167,0,0.458,0.602,167.965,189187,4,1,"alternative,pop,american,electronic,alternative,rock,indie"
Sum 2 Prove,Lil Baby,0.823,0.552,4,-7.57,0,0.324,0.0174,0,0.122,0.418,124.038,205760,4,1,"lil+baby,iil+baby,hip-hop,rap,hip+hop"
MEVTR,Damso,0.625,0.641,1,-6.463,1,0.205,0.156,0.000169,0.223,0.378,134.074,165293,4,1,"rap,hip-hop,rap+fr,rap+francais,rap+belge,rap,hip-hop,rap+fr"
Might Not Give Up (feat. Young Thug),A Boogie Wit da Hoodie,0.687,0.592,2,-6.378,1,0.224,0.203,0,0.279,0.246,178.83,225266,4,1,"young+thug,hip-hop,rap,hip+hop"
Medicina,Anitta,0.798,0.784,4,-3.545,0,0.0667,0.0441,0.0129,0.149,0.653,93.96,141508,4,1,"pop,reggaeton,latin,brasil,pop,brazilian,funk"
STAI ZITTO (feat. Fabri Fibra),Salmo,0.705,0.796,6,-5.214,1,0.295,0.0917,0,0.335,0.909,100.196,202573,4,1,"hip-hop,italian,hip-hop,grime,italian"
Blanka,PNL,0.798,0.564,2,-5.98,1,0.047,0.23,1.83E-05,0.183,0.394,108.004,254218,4,1,"cloud+rap,hip-hop,rap,fr,tisane,cloud+rap,hip-hop,rap"
Next To Me,Imagine Dragons,0.385,0.687,2,-4.426,1,0.0592,0.328,0.000163,0.0443,0.351,113.669,230289,4,1,"pop+rock,alternative+rock,beautiful,fucking+amazing,indie,indie+rock,alternative"
Báilame - Remix,Nacho,0.791,0.866,6,-4.236,1,0.0497,0.248,5.29E-06,0.0696,0.71,96.011,217080,4,1,"rap,latin+pop,all,bulgarian,rap,latin+pop,all"
One Last Song,Sam Smith,0.672,0.53,1,-6.43,1,0.0284,0.367,0,0.321,0.485,103.326,192922,3,1,"british,2017+single,bbc+radio1+playlist+2017,soul,pop,british"
SOLO,JENNIE,0.751,0.642,3,-5.165,0,0.087,0.0861,0,0.0953,0.388,95.045,169567,4,1,"k-pop,kpop,better+than+cardi+b,better+than+selena+gomez,k-pop,kpop,korean"
Melodien (feat. Juju),Capital Bra,0.751,0.529,11,-7.407,0,0.143,0.0849,0,0.0944,0.33,100.262,159518,4,1,"deutschrap,rap,german,hip-hop,deutschrap,rap,german"
WHEN I WAS OLDER - Music Inspired By The Film ROMA,Billie Eilish,0.696,0.332,6,-12.834,1,0.0425,0.853,0.433,0.0848,0.0628,150.13,270520,4,1,"billie+eilish,electropop,roma,2010s,pop,indie+pop,electropop"
"GOSPEL (feat. Chance The Rapper, Gucci Mane & YK Osiris)",DaBaby,0.676,0.664,8,-4.435,1,0.343,0.0387,0,0.0475,0.838,161.867,214893,4,1,"gucci+mane,chance+the+rapper,dababy,yk+osiris,hip-hop,rap,trap"
Tiefschwarz (feat. Samra),Kontra K,0.751,0.783,7,-5.926,1,0.22,0.0715,1.94E-05,0.114,0.379,94.003,189739,4,1,"deutschrap,rap,all,german,deutschrap,rap,all"
Feliz Navidad - Recorded at Spotify Studios NYC,Why Don't We,0.725,0.58,11,-5.422,0,0.0433,0.225,0,0.0779,0.66,133.974,148086,4,1,"pop,electronic,pop,electronic,male+vocalists"
You Owe Me,The Chainsmokers,0.679,0.435,6,-8.238,0,0.0449,0.237,1.54E-06,0.112,0.326,89.996,190547,4,1,"pop,2018,electronic,pop,house"
All Falls Down (feat. Juliander),Alan Walker,0.658,0.678,1,-4.407,1,0.058,0.303,0,0.361,0.662,97.976,199111,4,1,"electronic,house,dance,norwegian,electronic,house,dance"
Framed,Eminem,0.744,0.821,7,-3.009,1,0.161,0.0113,0,0.259,0.762,145.982,252960,4,1,"rap,american,eminem,2018+single,return+to+origins,rap,hip-hop,eminem"
Wir ticken,Capital Bra,0.63,0.692,7,-4.951,0,0.427,0.275,0,0.167,0.82,179.877,203067,4,1,"deutschrap,rap,german,hip-hop,deutschrap,rap,german"
Let Me Know (I Wonder Why Freestyle),Juice WRLD,0.635,0.537,7,-7.895,0,0.0832,0.172,0,0.418,0.383,125.028,215381,4,1,"juice+wrld,hip-hop,rap,cloud+rap"
Burning,Sam Smith,0.493,0.221,6,-9.301,1,0.0486,0.874,0,0.285,0.353,82.273,203290,4,1,"british,2017+single,soul,pop,british"
HO PAURA DI USCIRE 2 - prod. Mace,MACHETE,0.838,0.853,4,-5.126,1,0.283,0.168,0,0.545,0.692,119.939,177036,4,1,"russian,rock,hardcore,thrash+metal,russian,rock,hardcore"
Jerusalema (feat. Nomcebo Zikode),Master KG,0.88,0.483,1,-7.012,1,0.0504,0.0185,8.75E-06,0.0607,0.827,124.009,342613,4,1,"gqom,house,electronic,dance"
"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)",Super Yei,0.863,0.669,6,-5.952,0,0.282,0.111,0,0.0569,0.947,164.062,260545,4,1,"latin,spanish,reggaeton,latin,spanish,reggaeton"
Foot Fungus,Ski Mask The Slump God,0.881,0.623,1,-9.662,1,0.119,0.257,1.50E-06,0.0964,0.745,88.953,129547,4,1,"rap,hip+hop,hip-hop,trap,10s,trap,hip-hop,rap"
Bloodstream,The Chainsmokers,0.62,0.627,9,-5.889,1,0.0259,0.0317,0,0.172,0.164,90.955,224280,4,1,"electronic,pop,2017,house,electro+house,electronic,pop,house"
Wolves (feat. Post Malone),Big Sean,0.724,0.675,2,-5.267,1,0.0867,0.0978,9.41E-06,0.351,0.325,160.048,199758,4,1,"hip-hop,rap,hip+hop,good+music,big+sean,hip-hop,rap,hip+hop"
Medusa,Jhay Cortez,0.886,0.604,0,-7.293,1,0.208,0.194,3.15E-06,0.107,0.383,98.023,305333,4,1,"reggaeton,trap,latin,pop,reggaeton,trap,pop"
Chantaje,Shakira,0.859,0.756,8,-3.36,0,0.0643,0.168,4.65E-05,0.163,0.91,102.033,195613,4,1,"pop,latin,latin+pop,reggaeton,maluma,pop,latin,female+vocalists"
Down,Marian Hill,0.593,0.362,0,-14.701,0,0.273,0.684,0.00294,0.125,0.0522,169.998,197773,4,1,"electronic,alternative,glitch+pop,contemporary+rnb,electronic,pop,jazz"
Under Enemy Arms,Trippie Redd,0.751,0.776,9,-5.266,0,0.0357,0.223,0,0.0507,0.603,129.987,162462,4,1,"rap,hip+hop,trap,trippie+redd,hip-hop,trap,rap"
Seek Bromance - Avicii Vocal Edit,Tim Berg,0.515,0.837,11,-2.552,1,0.0401,0.0868,0,0.0403,0.52,126.026,203960,4,1,"house,electronic,party,club,house,dance,electronic"
Mademoiselle,Sfera Ebbasta,0.794,0.702,6,-5.656,0,0.0346,0.0671,0,0.155,0.535,121.938,189344,4,1,"rap,trap,hip-hop,italian,drill,trap,rap,italian"
Gunz N Butter (feat. Juicy J),A$AP Rocky,0.852,0.632,11,-8.08,0,0.43,0.606,0,0.142,0.715,140.489,213573,4,1,"rap,juicy+j,2-21-19,hip-hop,rap,underground+hip-hop"
CLOSE (feat. Travis Scott) - From SR3MM,Rae Sremmurd,0.691,0.736,0,-4.993,1,0.0321,0.104,0,0.111,0.0395,140.034,193510,4,1,"rap,hip+hop,trap,travis+scott,hip-hop,rap,hip+hop"
Tick Tock,Joji,0.781,0.613,4,-5.582,0,0.0524,0.0399,0.00713,0.0976,0.613,80.53,132215,4,1,"lo-fi,hip-hop,rnb,japanese,alternative+rnb,lo-fi,hip-hop,rnb"
Airplane pt.2,BTS,0.769,0.817,0,-4.092,0,0.0339,0.0268,9.95E-05,0.084,0.866,139.979,218615,4,1,"bts,hip+hop,k-pop,bangtan,k-pop,bts,kpop"
D.R.E.A.M. (feat. Ghostface Killah),Miley Cyrus,0.688,0.637,0,-5.127,1,0.259,0.185,1.97E-05,0.0943,0.449,160.026,168347,4,1,"2019,best+of+2019,better+than+selena+gomez,urban,pop,female+vocalists,dance"
LOCKED UP PT. 2,6ix9ine,0.649,0.779,7,-4.719,1,0.115,0.0332,0,0.299,0.503,89.978,203333,4,1,"hip-hop,rap,trap,hip+hop,hip-hop,rap,trap"
Esclavo de Tus Besos,Manuel Turizo,0.805,0.671,5,-5.316,1,0.111,0.113,0,0.278,0.522,90.979,219302,4,1,"reggaeton,pop,latin+pop,latino,reggaeton,latin+pop,pop"
Baby,Amenazzy,0.7,0.71,11,-4.835,1,0.0532,0.327,0,0.129,0.582,167.971,235973,4,1,"contemporary country,country,country road,modern country rock"
Can I,Drake,0.643,0.178,4,-8.56,0,0.0588,0.484,0.0108,0.122,0.0674,85.042,189289,4,1,"rap,hip+hop,hip-hop,rnb,drake,hip-hop,rap,hip+hop"
Don't Say,The Chainsmokers,0.567,0.464,5,-9.66,1,0.0302,0.0199,9.31E-06,0.269,0.309,99.806,228480,4,1,"2017,electro,electronic,pop,house"
I Think I'm OKAY (with YUNGBLUD & Travis Barker),Machine Gun Kelly,0.629,0.729,7,-4.744,1,0.0325,0.028,0,0.288,0.304,119.996,170440,4,1,"rock,alternative,pop+punk,hip-hop,rap,pop+punk"
$$$ - with Matt Ox,XXXTENTACION,0.774,0.507,1,-6.952,0,0.065,0.0636,0,0.138,0.508,140.067,130403,4,1,"xxxtentacion,matt+ox,hip-hop,cloud+rap,rap"
Never Worn White,Katy Perry,0.544,0.353,11,-7.275,0,0.0303,0.706,0,0.105,0.357,138.059,225039,4,1,"pop,2020,katy+perry,2020s,pop,female+vocalists,pop+rock"
Batphone,Arctic Monkeys,0.675,0.681,5,-5.728,0,0.0356,0.312,0,0.304,0.675,106.521,271613,4,1,"indie+rock,british,england,lounge+pop,00s,indie+rock,indie,british"
Si Se Da - Remix,Myke Towers,0.817,0.672,11,-5.612,0,0.299,0.441,0,0.13,0.774,93.999,332240,4,1,"reggaeton,latin+rap,puerto+rico,latin+music,latin+trap,reggaeton,latin+rap,latin+music"
The Git Up,Blanco Brown,0.847,0.678,9,-8.635,1,0.109,0.0669,0,0.274,0.811,97.984,200594,4,1,"linedance+2019,country,pop,hip-hop"
BROWN SKIN GIRL,Blue Ivy,0.603,0.602,6,-7.083,1,0.23,0.049,0,0.279,0.595,119.703,248472,5,1,"beyonce,saint+jhn,wizkid,usa,american,new+york"
Consequences,Camila Cabello,0.455,0.292,0,-6.792,1,0.0563,0.889,0,0.106,0.43,84.339,178467,5,1,"pop,acoustic,pop,female+vocalists,dance"
"Baby, I'm Jealous (feat. Doja Cat)",Bebe Rexha,0.737,0.867,11,-2.259,0,0.0458,0.0398,0,0.32,0.506,98.05,175873,4,1,"pop,female+vocalists,electronic,singer-songwriter,alternative,pop,female+vocalists,electronic"
Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,0.489,0.962,0,-2.597,1,0.215,0.0277,6.18E-06,0.128,0.518,104.563,194942,4,1,"j+balvin,camila+cabello,pitbull,soundtrack,hip-hop,rap,reggaeton"
Would You Ever,Skrillex,0.653,0.91,10,-3.36,1,0.0566,0.0079,0,0.318,0.0921,126.047,234286,4,1,"electronic,dance,dubstep,electronic,electro"
Tak Tiki Tak,Harry Nach,0.802,0.579,11,-4.78,0,0.0869,0.335,0.000311,0.173,0.234,99.992,212406,4,1,"chile,chilean,chile,chilean"
Hold Me While You Wait,Lewis Capaldi,0.688,0.53,11,-5.507,1,0.0333,0.443,0,0.0995,0.162,106.958,205687,4,1,"singer-songwriter,piano,alternative,boastful,sad+playlist,pop,scottish,singer-songwriter"
Saint Laurent Mask,Huncho Jack,0.767,0.59,11,-4.098,1,0.041,0.0432,0,0.169,0.0792,134.994,190437,4,1,"rap,hip-hop,trap,travis+scott,quavo,trap,rap,hip-hop"
Bum Bum Tam Tam,MC Fioti,0.896,0.673,1,-3.872,1,0.139,0.346,1.28E-05,0.206,0.714,131.99,213989,4,1,"funk,shame+that+they+made+so+bad+track,funk,pop,brasil"
