Track Name,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,Label,Genre
Love Someone,Lukas Graham,0.55,0.415,9,-6.557,0,0.052,0.161,0,0.108,0.274,172.065,205463,4,1,"pop,love,danish,2018+single,laut.fm%2Fdailyvibes,pop,soul,danish"
What do you think?,Agust D,0.739,0.725,1,-5.741,1,0.084,0.149,0,0.0793,0.136,118.994,182172,4,1,"rap,hip-hop,korean,hip+hop,bts,rap,hip-hop,hip+hop"
La player (Bandolera),Zion & Lennox,0.769,0.838,2,-5.238,1,0.0633,0.16,0,0.0935,0.602,93.996,249609,4,1,"reggaeton,puerto+rico,latin,reggaeton,puerto+rico,latin"
NI BIEN NI MAL,Bad Bunny,0.826,0.449,5,-8.33,0,0.0674,0.556,1.85E-05,0.273,0.337,128.028,236216,4,1,"spanish,10s,latin+trap,banger,latin,reggaeton,trap"
Contra La Pared,Sean Paul,0.828,0.588,2,-7.14,1,0.118,0.0156,0,0.124,0.598,94.052,224681,4,1,"latin,reggaeton,dancehall,reggae,hip-hop"
Big Drip,Ufo361,0.791,0.537,0,-6.763,0,0.31,0.0413,0.000284,0.129,0.433,158.915,173785,4,1,"trap,rap,german+trap,hip-hop,trap,rap,german+trap"
Let Me Get Me,Selena Gomez,0.826,0.571,2,-9.263,1,0.0426,0.249,1.66E-05,0.215,0.475,121.06,189145,4,1,"pop,dance,pop,female+vocalists,disney"
Unterwegs,Apache 207,0.706,0.772,3,-6.765,0,0.189,0.376,8.76E-06,0.0884,0.304,99.186,172227,4,1,"rap,hip-hop,german,rap,hip-hop,german"
"I don’t even speak spanish lol - feat. Rio Santana, Judah, Andrez Babii",XXXTENTACION,0.767,0.561,2,-7.418,0,0.0509,0.118,0,0.0737,0.542,90.021,192229,4,1,"latin,spanish,latin+pop,latin+rap,hip-hop,cloud+rap,rap"
Ronin,Bushido,0.439,0.894,10,-5.535,0,0.318,0.0376,0,0.0394,0.69,84.045,166080,4,1,"rap,deutschrap,german,hip+hop,hip-hop,rap,deutschrap,german"
"Heatstroke (feat. Young Thug, Pharrell Williams & Ariana Grande)",Calvin Harris,0.784,0.728,0,-4.549,0,0.0539,0.34,0,0.222,0.713,110.165,229160,4,1,"young+thug,ariana+saved+this+song,soul,funk,electronic,dance,electro"
BIGGEST ALLEY OOP,Quavo,0.86,0.408,0,-5.389,1,0.189,0.166,0,0.111,0.0548,75.481,180960,4,1,"migos,quavo,migos,quavo,rap"
Side Effects (feat. Emily Warren),The Chainsmokers,0.673,0.71,8,-6.744,1,0.0324,0.00277,0,0.55,0.54,110.017,173613,4,1,"dance,pop,edm,emily+warren,electronic,pop,house"
PORFA,Feid,0.843,0.549,6,-8.018,0,0.164,0.0948,0,0.155,0.541,83.982,233000,4,1,"reggaeton,delete+groove+metal+tag,groove+metal,latin,reggaeton"
Dope New Gospel (feat. Nivea),Lil Wayne,0.651,0.718,0,-3.924,1,0.302,0.227,0,0.109,0.402,116.772,207187,4,1,"hip hop,new orleans rap,pop rap,rap,trap"
Most Girls,Hailee Steinfeld,0.755,0.57,9,-7.132,1,0.0888,0.0416,0,0.0891,0.406,102.991,204400,4,1,"pop,hailee+steinfeld,2017,2017+single,pop,female+vocalists,dance"
Reply (feat. Lil Uzi Vert),A Boogie Wit da Hoodie,0.512,0.623,9,-6.553,0,0.0808,0.0187,0,0.13,0.219,112.15,183589,5,1,"a+boogie+wit+da+hoodie,lil+uzi+vert,hip-hop,rap,hip+hop"
Wildflower,5 Seconds of Summer,0.643,0.768,6,-4.316,1,0.0455,0.174,0,0.469,0.597,108.992,220536,4,1,"2020,pop+rock,5+seconds+of+summer,2020s,pop+punk,pop+rock,australian"
Meet Me in the Hallway,Harry Styles,0.537,0.383,2,-6.528,1,0.0247,0.747,0.00025,0.356,0.339,104.252,227200,4,1,"rock,alternative,folk,indie,rock,pop,alternative"
Cry About It Later,Katy Perry,0.699,0.669,2,-5.829,0,0.0712,0.0794,1.71E-05,0.248,0.444,125.994,189773,4,1,"pop,guitar,sexy,electropop,pop,female+vocalists,pop+rock"
I Do (feat. SZA),Cardi B,0.886,0.473,7,-7.338,0,0.255,0.27,2.58E-05,0.0864,0.438,135.065,200205,4,1,"hip-hop,rap,trap,hip+hop,hip-hop,rap,trap"
El Préstamo,Maluma,0.794,0.735,5,-3.412,0,0.0757,0.176,0,0.118,0.777,94.017,219396,4,1,"reggaeton,latin,pop,colombia,reggaeton,latin,pop"
Here Comes Santa Claus (Right Down Santa Claus Lane),Elvis Presley,0.575,0.236,2,-16.982,1,0.0422,0.968,0.0178,0.105,0.829,79.576,115827,4,1,"christmas,rock+n+roll,classic+rock,oldies"
Trapped In The Sun,Future,0.701,0.546,6,-5.918,0,0.133,0.435,0,0.188,0.118,151.9,201980,4,1,"hip-hop,rap,trap,hip+hop,dirty+south,hip-hop,rap,trap"
Graduation (with Juice WRLD),benny blanco,0.731,0.65,0,-5.286,1,0.271,0.107,0,0.124,0.605,154.968,177847,4,1,"juice+wrld,pop,hip+hop,electronic"
DROP (feat. A Boogie wit da Hoodie & London On Da Track),DaBaby,0.833,0.589,9,-6.384,0,0.231,0.121,0,0.299,0.536,96.455,149613,4,1,"hip-hop,rap,trap,hip+hop,hip-hop,rap,trap"
Immortal,J. Cole,0.744,0.43,3,-10.604,0,0.309,0.455,2.73E-06,0.126,0.266,92.039,201667,4,1,"hip-hop,rap,jazz+rap,conscious+hip-hop,j+cole,hip-hop,rap,hip+hop"
Walk Me Home,P!nk,0.652,0.453,1,-6.119,1,0.0445,0.0519,0,0.179,0.432,88.038,177391,3,1,"pop,folk,pop+rock,pop,pop+rock,female+vocalists"
Linger,The Cranberries,0.438,0.428,7,-14.861,1,0.0263,0.0841,4.63E-05,0.138,0.209,94.864,274760,4,1,"rock,90s,female+vocalists,alternative,irish,rock,alternative,alternative+rock"
Sie ruft,Apache 207,0.819,0.507,1,-7.336,0,0.0881,0.482,0.00628,0.105,0.634,130.009,152013,4,1,"rap,hip-hop,german,rap,hip-hop,german"
A Sweeter Place (feat. Kid Cudi),Selena Gomez,0.583,0.777,10,-6.991,0,0.185,0.109,0.000509,0.108,0.31,190.054,263306,4,1,"pop,kid+cudi,pop,female+vocalists,disney"
DDU-DU DDU-DU,BLACKPINK,0.671,0.859,4,-3.922,0,0.0833,0.0313,0,0.267,0.39,139.931,209355,4,1,"kpop,k-pop,blackpink,k-pop,kpop,pop"
Frosty The Snowman,Ella Fitzgerald,0.566,0.497,8,-7.424,1,0.0514,0.768,0,0.277,0.846,76.532,131733,4,1,"christmas,jazz,an+old+fashioned+christmas,jazz,female+vocalists,christmas"
Sauce It Up,Lil Uzi Vert,0.813,0.528,6,-6.305,0,0.313,0.0715,0,0.125,0.131,79.532,207039,4,1,"hip-hop,rap,trap,american,lil+uzi+vert,trap,hip-hop,rap"
blun7 a swishland,tha Supreme,0.692,0.792,7,-5.984,1,0.245,0.13,0,0.255,0.566,129.883,167760,4,1,"rap,trap,hip+hop,rap,trap,hip+hop"
Paramedic!,SOB X RBE,0.856,0.652,1,-5.324,1,0.143,0.177,0,0.193,0.471,97.017,219307,4,1,"hip-hop,rap,rnb,tde,rap,hip+hop,hip-hop"
Floor 555,XXXTENTACION,0.695,0.686,9,-8.147,0,0.0478,0.000424,0.0023,0.365,0.354,105.219,93447,4,1,"hip-hop,rap,emo,slaps,xxxtentacion,hip-hop,cloud+rap,rap"
RERUN (feat. Travis Scott),Quavo,0.684,0.791,5,-4.435,1,0.309,0.0939,0,0.359,0.529,153.992,236948,4,1,"quavo,travis+scott,huncho+jack,migos,quavo,rap"
Mele Kalikimaka (Merry Christmas),Bing Crosby,0.5,0.224,3,-12.431,1,0.0935,0.646,0,0.284,0.62,202.481,175333,4,1,"christmas,christmas,jazz,swing"
CALLDROPS (feat. Kodak Black),A$AP Rocky,0.514,0.403,5,-11.101,1,0.128,0.897,0.051,0.136,0.463,127.818,162373,4,1,"hip-hop,rap,underground+hip-hop,swag,hip-hop,rap,underground+hip-hop"
Miracles (Someone Special),Coldplay,0.624,0.824,6,-5.501,1,0.0445,0.0167,0.00029,0.138,0.366,97.012,276907,4,1,"pop,rap,big+sean,2017,alternative,rock,alternative+rock"
