Track Name,Artist,Streams,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,analysis_url,duration_ms,time_signature,Label
"thank u, next",Ariana Grande,976647,0.7170000000000001,0.653,1,-5.634,1,0.0658,0.229,0.0,0.101,0.412,106.966,https://api.spotify.com/v1/audio-analysis/3e9HZxeyfWwjeyPAMmWSSQ,207320,4,0
Let Me Down Slowly,Alec Benjamin,742614,0.652,0.557,1,-5.714,0,0.0318,0.74,0.0,0.124,0.483,150.07299999999995,https://api.spotify.com/v1/audio-analysis/2qxmye6gAegTMjLKEBoR3d,169354,4,0
Whine Up,Nicky Jam,1542041,0.8170000000000001,0.665,9,-6.224,0,0.0758,0.0549,0.0,0.103,0.662,104.957,https://api.spotify.com/v1/audio-analysis/2pWOMNQJW3g2zmGjP0Vkb0,215460,4,0
Girls Like You (feat. Cardi B),Maroon 5,1011338,0.851,0.541,0,-6.825,1,0.0505,0.568,0.0,0.13,0.448,124.959,https://api.spotify.com/v1/audio-analysis/7fa9MBXhVfQ8P8Df9OEbD8,235545,4,0
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,1602638,0.857,0.621,9,-6.376,0,0.0825,0.14800000000000002,0.0,0.0865,0.6679999999999999,97.989,https://api.spotify.com/v1/audio-analysis/4vUmTMuQqjdnvlZmAH61Qk,204467,4,0
Boy With Luv (feat. Halsey),BTS,1348625,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.7979999999999999,119.991,https://api.spotify.com/v1/audio-analysis/5KawlOMHjWeUjQtnuRs22c,229773,4,0
Higher Love,Kygo,1026326,0.693,0.6779999999999999,8,-7.159,1,0.0324,0.0154,6.05e-06,0.101,0.404,103.952,https://api.spotify.com/v1/audio-analysis/6oJ6le65B3SEqPwMRNXWjY,228267,4,0
VIBEZ,DaBaby,1298310,0.768,0.652,1,-2.708,0,0.307,0.113,0.0,0.107,0.777,154.187,https://api.spotify.com/v1/audio-analysis/0fySG6A6qLE8IvDpayb5bM,144935,4,0
Modern Loneliness,Lauv,1037958,0.7020000000000001,0.508,8,-7.105,1,0.035,0.14400000000000002,0.0,0.108,0.14300000000000002,82.008,https://api.spotify.com/v1/audio-analysis/1eyek0KJEh2v5HQ9uQSybb,252337,4,0
I.F.L.Y.,Bazzi,760989,0.812,0.519,2,-4.823,1,0.0385,0.379,0.0,0.13,0.5539999999999999,104.954,https://api.spotify.com/v1/audio-analysis/4a6q8CR2hzLk2plDkSxkfD,165714,4,0
3 Nights,Dominic Fike,822295,0.815,0.518,7,-6.5939999999999985,0,0.0897,0.223,0.0,0.104,0.877,151.891,https://api.spotify.com/v1/audio-analysis/0uI7yAKUf52Cn7y3sYyjiX,177667,4,0
Piece Of Your Heart,MEDUZA,1037546,0.677,0.7440000000000001,10,-6.806,0,0.0295,0.0404,0.00016,0.07400000000000001,0.631,124.08,https://api.spotify.com/v1/audio-analysis/1DFD5Fotzgn6yYXkYsKiGs,152913,4,0
Youngblood,5 Seconds of Summer,794511,0.596,0.8540000000000001,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.274,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4,0
Takeaway,The Chainsmokers,793542,0.528,0.511,3,-8.144,1,0.0324,0.126,0.0,0.101,0.35100000000000003,100.1,https://api.spotify.com/v1/audio-analysis/3g0mEQx3NTanacLseoP0Gw,209880,4,0
Be Alright,Dean Lewis,819607,0.551,0.537,11,-7.595,1,0.034,0.705,0.0,0.0802,0.493,126.421,https://api.spotify.com/v1/audio-analysis/5qrSlOut2rNAWv3ubArkNy,196493,4,0
Ayy Macarena,Tyga,1875759,0.816,0.63,2,-5.568,1,0.226,0.133,0.0,0.0692,0.715,96.493,https://api.spotify.com/v1/audio-analysis/6LcauUZjF1eXQrgqMUecHX,131607,4,0
Jangueo,Alex Rose,1224005,0.851,0.688,11,-4.038,1,0.0565,0.238,1.93e-05,0.105,0.732,103.982,https://api.spotify.com/v1/audio-analysis/5m3jpKkgkfoMcym1qjToFg,259600,4,0
If I Can't Have You,Shawn Mendes,795930,0.691,0.823,2,-4.197,1,0.0623,0.487,0.0,0.134,0.87,123.935,https://api.spotify.com/v1/audio-analysis/2bT1PH7Cw3J9p3t7nlXCdh,191467,4,0
Dembow 2020,Yandel,679600,0.7859999999999999,0.8109999999999999,8,-4.31,1,0.0836,0.122,3.99e-06,0.161,0.731,92.953,https://api.spotify.com/v1/audio-analysis/0j1VxrPkMyFGvz0jZzxUoZ,168052,4,0
Let Her Go,Passenger,718383,0.509,0.5379999999999999,7,-7.335,1,0.0572,0.385,0.0,0.104,0.244,75.089,https://api.spotify.com/v1/audio-analysis/2jyjhRf6DVbMPU5zxagN2h,252867,4,0
September,"Earth, Wind & Fire",1184252,0.684,0.8640000000000001,9,-4.819,1,0.0312,0.131,0.00526,0.344,0.978,125.395,https://api.spotify.com/v1/audio-analysis/4f2GB5ZC7vOUYPAg69N2Xw,221520,4,0
One Dance,Drake,653196,0.792,0.625,1,-5.609,1,0.0536,0.007759999999999999,0.0018,0.329,0.37,103.967,https://api.spotify.com/v1/audio-analysis/1zi7xx7UVEFkmKfv06H8x0,173987,4,0
MIA (feat. Drake),Bad Bunny,687030,0.8170000000000001,0.539,6,-6.349,0,0.0621,0.0141,0.000496,0.099,0.158,97.062,https://api.spotify.com/v1/audio-analysis/116H0KvKr2Zl4RPuVBruDO,210368,4,0
New Rules,Dua Lipa,700901,0.762,0.7,9,-6.021,0,0.0694,0.0026100000000000003,1.56e-05,0.153,0.608,116.073,https://api.spotify.com/v1/audio-analysis/2xJCMIJfcNYDc5iR0sAm2O,209320,4,0
Havana (feat. Young Thug),Camila Cabello,705143,0.765,0.523,2,-4.333,1,0.03,0.184,3.5600000000000005e-05,0.132,0.394,104.988,https://api.spotify.com/v1/audio-analysis/1rfofaqEpACxVEHIZBJe6W,217307,4,0
I Like It,Cardi B,713706,0.816,0.726,5,-3.998,0,0.129,0.099,0.0,0.3720000000000001,0.65,136.048,https://api.spotify.com/v1/audio-analysis/58q2HKrzhC3ozto2nDdN4z,253390,4,0
Surtada - Remix Brega Funk,Dadá Boladão,743853,0.8320000000000001,0.55,5,-7.026,0,0.0587,0.249,8.17e-06,0.182,0.8809999999999999,154.064,https://api.spotify.com/v1/audio-analysis/5F8ffc8KWKNawllr5WsW0r,152784,4,0
Cheirosa - Ao Vivo,Jorge & Mateus,753095,0.528,0.87,11,-3.123,1,0.0851,0.24,0.0,0.333,0.7140000000000001,152.37,https://api.spotify.com/v1/audio-analysis/2PWjKmjyTZeDpmOUa3a5da,181930,4,0
Supera - Ao Vivo,Marília Mendonça,761330,0.665,0.743,4,-4.434,1,0.0567,0.0604,0.0,0.959,0.6579999999999999,131.57299999999998,https://api.spotify.com/v1/audio-analysis/3GmJxfnUDrIs1iCfKUELFz,147748,4,0
Sirenen (feat. AK Ausserkontrolle),Kontra K,621791,0.74,0.722,0,-6.283,1,0.29600000000000004,0.08800000000000001,0.0,0.113,0.483,78.582,https://api.spotify.com/v1/audio-analysis/5AVPelpkccFdZdepfo2GhM,204551,4,0
Lets Link,WhoHeem,971958,0.8390000000000001,0.6829999999999999,10,-9.232,0,0.165,0.006670000000000001,0.0,0.241,0.522,120.003,https://api.spotify.com/v1/audio-analysis/0wYOlCybpxFc2azWLyYj0S,159955,4,0
Gifted (feat. Roddy Ricch),Cordae,997995,0.653,0.603,5,-5.697,0,0.171,0.175,0.0,0.18,0.551,151.016,https://api.spotify.com/v1/audio-analysis/0mb3uDw5vfFUcZfJYFOMRu,168477,4,0
Cry About It Later,Katy Perry,1324575,0.6920000000000001,0.67,2,-5.829,0,0.0871,0.0796,1.65e-05,0.248,0.445,126.004,https://api.spotify.com/v1/audio-analysis/1RsD951uUUlJx0MRioZfev,189773,4,0
feel something,Bea Miller,884120,0.74,0.415,0,-8.914,1,0.0707,0.242,0.000156,0.319,0.156,136.029,https://api.spotify.com/v1/audio-analysis/7JDWhC422Gtk1Bq0mL3OTC,180161,4,0
Madrid,Maluma,919195,0.764,0.741,9,-3.617,1,0.101,0.239,0.0,0.107,0.802,170.081,https://api.spotify.com/v1/audio-analysis/19OXtYzrJyCrQvTbfukt4H,198570,4,0
Jeans,Justin Quiles,1753045,0.807,0.6559999999999999,3,-4.395,0,0.105,0.0165,0.0,0.0693,0.89,83.943,https://api.spotify.com/v1/audio-analysis/3GtnId3Cm1Xa6joCj08nzW,185840,4,0
THE BADDEST,K/DA,1534163,0.6759999999999999,0.857,10,-4.368,0,0.0438,0.0215,0.0,0.254,0.7170000000000001,149.981,https://api.spotify.com/v1/audio-analysis/2V4Fx72svQRxrFvNT1eq5f,162600,4,0
Bebi Minha Bicicleta (Coração Falido) - Ao Vivo,Zé Neto & Cristiano,675777,0.39,0.903,0,-3.846,1,0.409,0.445,0.0,0.911,0.47,195.62,https://api.spotify.com/v1/audio-analysis/2Q9TaUXNM4mNSCgJjbmsJe,181670,4,0
Candy,Doja Cat,806441,0.6890000000000001,0.516,8,-5.857,1,0.0444,0.513,0.0,0.163,0.209,124.876,https://api.spotify.com/v1/audio-analysis/1VJwtWR6z7SpZRwipI12be,190920,4,0
Trampoline,SHAED,1530450,0.619,0.459,7,-5.782,0,0.0334,0.56,0.0,0.13699999999999998,0.498,126.803,https://api.spotify.com/v1/audio-analysis/4HBvwhhYo7YiYXkUDrOHzS,184280,4,0
Some que ele vem atrás,Anitta,647025,0.648,0.795,0,-5.5360000000000005,0,0.17,0.0748,0.0,0.38,0.598,180.043,https://api.spotify.com/v1/audio-analysis/2qD7VoDYcrAPY0cVEfpsR5,194771,4,0
Urgency (feat. Syd),Lil Uzi Vert,1662870,0.619,0.784,1,-6.11,1,0.123,0.0326,2.85e-06,0.315,0.471,156.035,https://api.spotify.com/v1/audio-analysis/5KlPy74NOEAt8jC3FYURnQ,181161,4,0
Sasuke,Lil Uzi Vert,1708289,0.8590000000000001,0.477,1,-6.1160000000000005,1,0.428,0.00414,0.0,0.0819,0.153,145.97899999999996,https://api.spotify.com/v1/audio-analysis/0ROE31C8Wu4neZoR9stM9e,251336,4,0
Someone Said,Swae Lee,952857,0.904,0.4920000000000001,2,-9.657,1,0.155,0.00119,0.364,0.125,0.257,149.982,https://api.spotify.com/v1/audio-analysis/5awaEIMiJboRO7ycF6UOot,223275,4,0
Secure The Bag,Lil Uzi Vert,1629238,0.8029999999999999,0.7190000000000001,0,-4.485,1,0.392,0.344,0.0,0.425,0.5489999999999999,129.945,https://api.spotify.com/v1/audio-analysis/7gHZGXSJzM29WA384suYY2,238425,4,0
Bust Me,Lil Uzi Vert,1894098,0.7340000000000001,0.703,11,-6.256,1,0.355,0.237,1.99e-06,0.413,0.608,151.923,https://api.spotify.com/v1/audio-analysis/4wBcaYqLPm7EtDVoJQORU4,194452,4,0
Chrome Heart Tags,Lil Uzi Vert,2061022,0.7020000000000001,0.768,0,-4.055,1,0.0669,0.541,0.0,0.105,0.574,70.056,https://api.spotify.com/v1/audio-analysis/46mT9NR7N9Zf5MolcrBgE3,212821,4,0
Nunca Es Suficiente,Los Ángeles Azules,586686,0.789,0.518,2,-5.417000000000002,0,0.0406,0.398,0.0,0.0891,0.78,94.001,https://api.spotify.com/v1/audio-analysis/63USmok1OioBzKuWGW9wAg,266213,4,0
Verdinha,Ludmilla,588554,0.845,0.954,8,-3.656,0,0.124,0.345,5.21e-05,0.115,0.63,137.995,https://api.spotify.com/v1/audio-analysis/2RMOwSvOGQyy985Vx4VSGQ,160396,4,0
Despacito - Remix,Luis Fonsi,589282,0.649,0.7979999999999999,2,-4.346,1,0.17800000000000002,0.226,0.0,0.0711,0.857,177.899,https://api.spotify.com/v1/audio-analysis/1vnnXMrBeEWiRg3YCMCjQq,230413,4,0
3 Batidas - Ao Vivo,Guilherme & Benuto,601352,0.552,0.7090000000000001,8,-5.435,1,0.129,0.611,0.0,0.763,0.527,117.581,https://api.spotify.com/v1/audio-analysis/1uryupl9hqVZYurJwH4G9k,157186,4,0
Feel It Still,Portugal. The Man,601606,0.8009999999999999,0.795,1,-5.115,0,0.0504,0.0417,0.000113,0.0717,0.754,79.028,https://api.spotify.com/v1/audio-analysis/6QgjcU0zLnzq5OrUoSZ3OK,163253,4,0
Hit Contagiante,Felipe Original,612337,0.8190000000000001,0.684,6,-7.169,0,0.119,0.132,0.0,0.0942,0.959,170.187,https://api.spotify.com/v1/audio-analysis/5dKesZwp6deuhEeW8F1UEi,137125,4,0
Uptown Funk (feat. Bruno Mars),Mark Ronson,614459,0.856,0.609,0,-7.223,1,0.0824,0.00801,8.149999999999999e-05,0.0344,0.928,114.988,https://api.spotify.com/v1/audio-analysis/32OlwWuMpZ6b0aN2RZOeMS,269667,4,0
Pumped Up Kicks,Foster The People,623950,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,https://api.spotify.com/v1/audio-analysis/7w87IxuO7BDcJ3YUqCyMTT,239600,4,0
Baila Conmigo (feat. Kelly Ruiz),Dayvi,641303,0.745,0.972,7,-3.506,1,0.0774,0.00903,0.465,0.297,0.556,128.031,https://api.spotify.com/v1/audio-analysis/4Clmg1g8n2yBYG13Z1oSdG,189818,4,0
Blastoff (feat. Juice Wrld & Trippie Redd),Internet Money,1545332,0.7609999999999999,0.517,5,-6.916,1,0.0927,0.114,0.0,0.157,0.46,147.912,https://api.spotify.com/v1/audio-analysis/2rFsFjq0D9JAmc0APpCO6P,174730,4,0
Peta (feat. Meek Mill),Roddy Ricch,685719,0.778,0.573,10,-7.338999999999999,0,0.251,0.015,0.0,0.464,0.269,140.114,https://api.spotify.com/v1/audio-analysis/4bl1HBZliBuYpFZjWgefE4,198849,4,0
Riot,XXXTENTACION,934079,0.509,0.542,3,-8.027000000000001,0,0.442,0.019,0.00639,0.23,0.151,97.767,https://api.spotify.com/v1/audio-analysis/4aOOExMBUyxKnEYb39SrTg,78681,4,0
VALLA NEIN (feat. Luciano),KC Rebell,1047843,0.7609999999999999,0.657,10,-7.246,0,0.138,0.114,1.55e-06,0.35600000000000004,0.589,135.909,https://api.spotify.com/v1/audio-analysis/2rxxXYtTIFKyrhJpofeoIX,182040,4,0
Young & Alive,Bazzi,944260,0.716,0.563,3,-5.4860000000000015,1,0.0425,0.326,0.0,0.119,0.495,86.005,https://api.spotify.com/v1/audio-analysis/5RsKelNxucrDxgMbZ3vd3W,160465,4,0
Bigger Than Life,Lil Uzi Vert,2261927,0.7759999999999999,0.752,8,-4.711,0,0.193,0.325,0.0,0.33,0.716,140.013,https://api.spotify.com/v1/audio-analysis/2oHDJHNondITqbl8xZ9vPn,192705,4,0
CHAMPION,DaBaby,1167900,0.828,0.5379999999999999,0,-6.067,0,0.341,0.071,0.0,0.116,0.56,145.071,https://api.spotify.com/v1/audio-analysis/19eeh4pgEGHdSTc26U1y89,132813,4,0
TALK ABOUT IT,DaBaby,1396878,0.951,0.638,1,-5.614,1,0.308,0.00206,0.0,0.113,0.439,123.948,https://api.spotify.com/v1/audio-analysis/3QSLoxRguKgK0knOG7EGyn,159093,4,0
SAD SH*T,DaBaby,1340721,0.835,0.466,6,-8.949,0,0.391,0.195,0.0,0.3720000000000001,0.562,124.885,https://api.spotify.com/v1/audio-analysis/6ChpgWt7s2ksM1Y3l0D9sk,217467,4,0
DROP (feat. A Boogie wit da Hoodie & London On Da Track),DaBaby,1322561,0.833,0.589,9,-6.384,0,0.231,0.121,0.0,0.299,0.536,96.455,https://api.spotify.com/v1/audio-analysis/5rFGVn8fCFjnRwCebW0XbS,149613,4,0
CAN'T STOP,DaBaby,1737608,0.732,0.7070000000000001,11,-5.849,0,0.304,0.0348,0.0,0.399,0.8320000000000001,140.04,https://api.spotify.com/v1/audio-analysis/57crda5Lx9OVaYCzb4Wrnd,168373,4,0
BLAME IT ON BABY,DaBaby,1417138,0.875,0.687,9,-5.734,1,0.387,0.236,0.0,0.141,0.8640000000000001,109.791,https://api.spotify.com/v1/audio-analysis/0jWm0VyD8p3MrSInczpows,125907,4,0
LIGHTSKIN SH*T (feat. Future & jetsonmade),DaBaby,1664037,0.932,0.578,9,-4.478,1,0.366,0.115,0.0,0.115,0.623,129.991,https://api.spotify.com/v1/audio-analysis/16oi4OiKmkO51l60F5R9kR,111173,4,0
Thug Of Spades (feat. DaBaby),YoungBoy Never Broke Again,677716,0.599,0.74,0,-3.517,0,0.334,0.159,0.0,0.154,0.573,100.06,https://api.spotify.com/v1/audio-analysis/2iz3EDFoPOjPRZs9wt5iNh,153652,4,0
Living In A Ghost Town,The Rolling Stones,722777,0.679,0.6970000000000001,4,-5.369,0,0.0454,0.0148,0.0119,0.124,0.7759999999999999,110.558,https://api.spotify.com/v1/audio-analysis/5RrrQhJKKKMJt3wB5n2N3t,247011,4,0
If You’re Too Shy (Let Me Know),The 1975,729073,0.639,0.63,2,-6.1,1,0.0325,0.0151,0.0374,0.0959,0.218,125.648,https://api.spotify.com/v1/audio-analysis/1n4vgMWmmNlXrvyxQFhUEl,319371,4,0
All In,Lil Baby,796456,0.836,0.649,11,-6.442,1,0.332,0.0716,0.0,0.0943,0.294,95.084,https://api.spotify.com/v1/audio-analysis/1ZRjLZcNTm1vUgrexBp3px,156032,4,0
If You’re Too Shy (Let Me Know) - Edit,The 1975,1137961,0.6509999999999999,0.8059999999999999,2,-4.842,1,0.0311,0.00399,0.00455,0.0927,0.386,125.641,https://api.spotify.com/v1/audio-analysis/3iEqGBZ2wcpVzhiAcwXVC6,239877,4,0
Houdini (feat. Swarmz & Tion Wayne),KSI,718562,0.5720000000000001,0.519,10,-8.054,0,0.243,0.0004150000000000001,2.34e-05,0.129,0.7040000000000001,100.453,https://api.spotify.com/v1/audio-analysis/3lay6f81Lhy0qp2Uvp4cNJ,169355,4,0
Angst,Loredana,1144724,0.833,0.677,2,-5.537000000000001,1,0.239,0.0284,0.0,0.0502,0.5579999999999999,100.073,https://api.spotify.com/v1/audio-analysis/3R3rQ7FbTJdsi5She10YvI,176097,4,0
SKYBOX,Gunna,971255,0.779,0.7070000000000001,1,-6.527,1,0.16,0.0991,0.0,0.0934,0.343,140.894,https://api.spotify.com/v1/audio-analysis/7GwYENSg87oERcW0Wacd6m,178097,4,0
Levitating (feat. Madonna and Missy Elliott) [The Blessed Madonna Remix],Dua Lipa,1363329,0.8079999999999999,0.655,11,-7.34,0,0.139,0.0373,0.0,0.208,0.56,116.029,https://api.spotify.com/v1/audio-analysis/0pk1hxhJLBSZZ5RKBhcwOa,250280,4,0
Tudo Ok,Thiaguinho MT,1084284,0.8140000000000001,0.755,11,-6.164,0,0.0942,0.239,0.0,0.306,0.963,79.976,https://api.spotify.com/v1/audio-analysis/4HUZBG98TYbxSR9V1V2DWS,178500,4,0
La flaca,Jarabe De Palo,667141,0.871,0.481,7,-9.068,1,0.0383,0.52,5.5399999999999985e-05,0.0809,0.664,103.063,https://api.spotify.com/v1/audio-analysis/2LsbizbOeNa4x6qsi2jAMb,261200,4,0
Boot,Apache 207,1380346,0.534,0.565,1,-7.536,0,0.295,0.0665,0.0035,0.111,0.496,194.032,https://api.spotify.com/v1/audio-analysis/0rqY8g1Y1zaA4YwU6vhBQg,193017,4,0
Dynamite - EDM Remix,BTS,645112,0.7070000000000001,0.838,1,-4.732,0,0.0599,0.0019,0.444,0.0961,0.318,122.985,https://api.spotify.com/v1/audio-analysis/1HZ5LJMCzClg2pdomCnEPw,198939,4,0
Dynamite - Acoustic Remix,BTS,674276,0.6559999999999999,0.889,1,-5.136,0,0.203,0.0228,7.56e-06,0.366,0.575,113.943,https://api.spotify.com/v1/audio-analysis/29QQoKCiBil8wTBeP1GDBm,197994,4,0
Stunnin',Curtis Waters,706168,0.906,0.604,11,-8.332,0,0.0746,0.329,0.0,0.255,0.899,99.996,https://api.spotify.com/v1/audio-analysis/2LUdpPCiiza6UQugipjMeS,144013,4,0
my strange addiction,Billie Eilish,685185,0.939,0.305,8,-10.952,0,0.354,0.35,0.000169,0.105,0.563,100.029,https://api.spotify.com/v1/audio-analysis/3Tc57t9l2O8FwQZtQOvPXK,179889,4,0
Donuts,Gzuz,1071981,0.782,0.7120000000000001,11,-7.377000000000002,0,0.233,0.0919,9.33e-05,0.0818,0.5720000000000001,141.02100000000004,https://api.spotify.com/v1/audio-analysis/2nNGV59DJJwk7D5ImGf6uc,162927,4,0
Anyone,Demi Lovato,1332519,0.557,0.387,11,-6.337999999999999,1,0.0374,0.8759999999999999,0.0,0.111,0.317,129.98,https://api.spotify.com/v1/audio-analysis/18ssFhD04lWo1RzpcohnrG,227813,4,0
EARFQUAKE,"Tyler, The Creator",805048,0.5539999999999999,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,https://api.spotify.com/v1/audio-analysis/5hVghJ4KaYES3BFUATCYn0,190067,4,0
xanny,Billie Eilish,819753,0.521,0.125,9,-17.832,1,0.239,0.7509999999999999,0.00207,0.265,0.0528,111.554,https://api.spotify.com/v1/audio-analysis/4QIo4oxwzzafcBWkKjDpXY,243725,4,0
Break My Stride,Matthew Wilder,1005122,0.917,0.588,10,-11.047,1,0.0607,0.195,0.0,0.0914,0.828,110.077,https://api.spotify.com/v1/audio-analysis/1mCsF9Tw4AkIZOjvZbZZdT,184480,4,0
Kein Wort,Juju,1515894,0.746,0.5920000000000001,6,-6.8610000000000015,0,0.0914,0.462,1.17e-05,0.187,0.629,160.065,https://api.spotify.com/v1/audio-analysis/1hoLUVBx0ixX3kn0EX0P5n,162094,4,0
Forever Yours - Avicii Tribute,Kygo,1648616,0.529,0.612,10,-8.794,1,0.052000000000000005,0.253,0.0,0.246,0.434,119.272,https://api.spotify.com/v1/audio-analysis/3o1CUVeHIid49sabk6A6Nf,193847,4,0
you should see me in a crown,Billie Eilish,930613,0.6779999999999999,0.5329999999999999,4,-10.485,1,0.18600000000000005,0.462,0.219,0.139,0.32299999999999995,150.455,https://api.spotify.com/v1/audio-analysis/3XF5xLJHOQQRbWya6hBp7d,180953,4,0
Never Worn White,Katy Perry,1199557,0.544,0.353,11,-7.275,0,0.0303,0.706,0.0,0.105,0.35700000000000004,138.059,https://api.spotify.com/v1/audio-analysis/3ksNHUNCTP6Pan8rjFnmtw,225039,4,0
Invisible Things,Lauv,1016309,0.733,0.552,7,-7.404,1,0.0993,0.0833,7.59e-06,0.141,0.279,125.311,https://api.spotify.com/v1/audio-analysis/1ShHhJlzaLuoZbJ3aP4z0m,197307,5,0
Happiness Over Everything (H.O.E.) (feat. Future & Miguel),Jhené Aiko,1009007,0.415,0.674,1,-8.134,0,0.335,0.131,0.0,0.202,0.867,134.769,https://api.spotify.com/v1/audio-analysis/2yUy5eFAFWAichjrySJWA2,188160,4,0
Changes,Lauv,1616260,0.532,0.455,2,-8.366,1,0.156,0.452,0.0,0.237,0.204,148.18200000000004,https://api.spotify.com/v1/audio-analysis/3vUc9WQpoca15404jNdzf9,160187,4,0
Smile,Katy Perry,955219,0.7829999999999999,0.912,0,-3.713,1,0.243,0.0238,0.0,0.339,0.7490000000000001,98.025,https://api.spotify.com/v1/audio-analysis/3DXdjHnePKnh6oXw2ZgGSl,166898,4,0
"Ego Death (feat. Kanye West, FKA twigs & Skrillex)",Ty Dolla $ign,1535232,0.813,0.615,10,-5.624,0,0.132,0.061,0.0,0.654,0.321,111.039,https://api.spotify.com/v1/audio-analysis/4JB0EAT4BkLShTyTt50FmO,231067,4,0
Tiefschwarz (feat. Samra),Kontra K,1212609,0.7509999999999999,0.7829999999999999,7,-5.926,1,0.22,0.0715,1.94e-05,0.114,0.379,94.003,https://api.spotify.com/v1/audio-analysis/7bDSLyTjZ1VjU5kPHTL3Ko,189739,4,0
"The Man, The Myth, The Legend - Interlude",Juice WRLD,2066844,0.667,0.447,2,-14.625,1,0.7609999999999999,0.916,0.0,0.612,0.8290000000000001,83.53399999999998,https://api.spotify.com/v1/audio-analysis/0veNpTQFqfmTX0rsJmO2rO,136545,3,0
Juice WRLD Speaks From Heaven - Outro,Juice WRLD,2194107,0.396,0.373,9,-14.097,0,0.0989,0.991,0.0978,0.545,0.526,125.231,https://api.spotify.com/v1/audio-analysis/2GriTXl7gRSBv1A2IGZtnL,30583,3,0
Man Of The Year,Juice WRLD,2587103,0.621,0.695,4,-5.124,1,0.0911,0.00584,0.0,0.086,0.298,173.96599999999995,https://api.spotify.com/v1/audio-analysis/1uA914Md6wsy9NDryyBypH,136408,4,0
Stuck Together (feat. Lil Baby),Rich The Kid,769461,0.927,0.4970000000000001,7,-9.062,1,0.426,0.301,0.0,0.106,0.675,130.013,https://api.spotify.com/v1/audio-analysis/5cHPAqi6V5JPMy0vqS4lK6,132907,4,0
Didn't I,OneRepublic,850412,0.606,0.613,4,-6.757999999999999,1,0.0306,0.0182,0.0,0.125,0.258,123.943,https://api.spotify.com/v1/audio-analysis/6ikDZX0oc8EKGj2vdMAEDv,207617,4,0
Worry About Me (feat. blackbear),Ellie Goulding,864889,0.664,0.743,5,-7.114,1,0.206,0.115,0.0,0.34,0.534,161.885,https://api.spotify.com/v1/audio-analysis/0wsfdPl7p3yKjQBmHQsaDn,179759,4,0
Berlin,Samra,905090,0.69,0.672,1,-5.726,0,0.223,0.695,1.6100000000000002e-05,0.224,0.5489999999999999,169.859,https://api.spotify.com/v1/audio-analysis/4VyJtzcNhnV9gPEgjYzI8L,173696,4,0
Bad Child,Tones And I,911602,0.7559999999999999,0.5539999999999999,6,-4.24,0,0.0342,0.402,0.0,0.158,0.596,117.992,https://api.spotify.com/v1/audio-analysis/1qCmZnC1FUpNgOydIzqIPC,221467,4,0
Euphoria (feat. Travis Scott & Kaash Paige),Don Toliver,1060011,0.584,0.306,9,-8.401,0,0.0271,0.52,0.0,0.12,0.096,70.02199999999999,https://api.spotify.com/v1/audio-analysis/13QU8HBEBaSTZGq1HzQe9S,216004,4,0
Let Me Know (I Wonder Why Freestyle),Juice WRLD,628927,0.635,0.537,7,-7.895,0,0.0832,0.172,0.0,0.418,0.383,125.028,https://api.spotify.com/v1/audio-analysis/3wwo0bJvDSorOpNfzEkfXx,215381,4,0
Lover (Remix) [feat. Shawn Mendes],Taylor Swift,686841,0.448,0.603,7,-7.176,1,0.064,0.433,0.0,0.0862,0.422,205.272,https://api.spotify.com/v1/audio-analysis/3i9UVldZOE0aD0JnyfAZZ0,221307,3,0
GATTI,JACKBOYS,951108,0.594,0.6759999999999999,2,-5.808,1,0.344,0.135,0.0,0.163,0.472,143.477,https://api.spotify.com/v1/audio-analysis/40mjsnRjCpycdUw3xhS20g,181145,4,0
GEH DEIN WEG (feat. Loredana),KC Rebell,950293,0.802,0.727,5,-5.48,1,0.121,0.0148,0.0,0.113,0.581,148.018,https://api.spotify.com/v1/audio-analysis/3yFmG1luaLjuHWI6BGmwxJ,184993,4,0
Tócame (feat. Arcangel & De La Ghetto),Anitta,880533,0.785,0.74,1,-5.374,1,0.172,0.0205,8.28e-05,0.22,0.746,100.057,https://api.spotify.com/v1/audio-analysis/4cno0k9jDEFpLAQyHNjqVx,166265,4,0
YAYA,6ix9ine,1004881,0.672,0.733,11,-5.377000000000002,1,0.0566,0.00289,0.0,0.199,0.354,105.043,https://api.spotify.com/v1/audio-analysis/6EfBMJQwe2xLgldra6DaYp,149857,4,0
Enjoy Yourself (feat. Karol G),Pop Smoke,1483136,0.764,0.6759999999999999,11,-6.761,0,0.0927,0.389,0.0,0.215,0.461,97.02,https://api.spotify.com/v1/audio-analysis/3NWrHCwvyII4fTx05PN3IO,197938,4,0
Party In The U.S.A.,Miley Cyrus,753272,0.652,0.698,10,-4.667,0,0.042,0.00112,0.000115,0.0886,0.47,96.021,https://api.spotify.com/v1/audio-analysis/3E7dfMvvCLUddWissuqMwr,202067,4,0
