danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,hiphop,rap,pop,electronic,trap,indie,rnb,rock,dance,reggaeton,Label
0.531,0.552,2,-9.721,0,0.0382,0.221,0,0.12,0.244,94.979,212133,4,0,0,0,0,0,1,0,1,0,0,0
0.434,0.935,7,-5.225,1,0.0514,0.000474,0,0.0655,0.787,150.026,190000,4,0,0,0,0,0,0,0,1,0,0,0
0.5,0.0715,7,-25.539,1,0.0467,0.931,0.861,0.106,0.765,105.479,192973,4,0,0,0,0,0,0,0,0,0,0,0
0.43,0.546,5,-9.786,0,0.039,0.614,2.51E-05,0.0393,0.369,104.061,490200,4,0,0,0,0,0,0,0,0,0,0,0
0.757,0.838,11,-4.604,0,0.0978,0.00182,0.0502,0.0788,0.577,120.033,240014,4,0,0,0,0,0,0,0,0,0,0,0
0.449,0.869,9,-5.246,1,0.152,0.0087,0.159,0.311,0.215,104.991,495857,4,0,0,0,0,0,0,0,0,0,0,0
0.608,0.949,4,-6.075,0,0.0733,0.000337,0.8,0.157,0.503,139.994,331656,4,0,0,0,0,0,0,0,0,0,0,0
0.483,0.28,0,-33.437,0,0.224,0.119,0.597,0.316,0.083,138.287,243920,4,0,0,0,0,0,0,0,0,0,0,0
0.469,0.983,4,-1.861,1,0.145,6.45E-06,0.00017,0.706,0.398,130.019,153880,4,0,0,0,0,0,0,0,0,0,0,0
0.504,0.327,4,-9.49,1,0.0367,0.902,7.63E-06,0.445,0.299,132.803,258609,4,0,0,0,0,0,1,0,1,0,0,0
0.694,0.952,2,-12.42,1,0.0722,0.597,0.00016,0.0513,0.833,126.29,223613,4,0,0,0,0,0,0,0,0,0,0,0
0.346,0.99,2,-3.542,1,0.154,0.023,0.85,0.091,0.103,111.602,310093,4,0,0,0,0,0,0,0,0,0,0,0
0.508,0.434,0,-14.422,0,0.0401,0.758,0.0025,0.0962,0.665,113.591,165933,5,0,0,0,0,0,0,0,0,0,0,0
0.199,0.755,11,-5.715,0,0.0866,0.728,9.82E-05,0.131,0.362,178.627,261381,4,0,0,1,1,0,1,0,0,0,0,0
0.769,0.258,2,-15.175,1,0.0418,0.923,0.0486,0.111,0.806,115.782,103813,4,0,0,0,0,0,0,0,1,0,0,0
0.582,0.975,7,-2.455,1,0.185,0.0981,3.84E-06,0.081,0.587,192.041,149483,4,1,0,0,0,0,0,0,0,0,0,0
0.341,0.984,7,-6.581,1,0.305,0.0448,0.00555,0.641,0.0314,102.763,37303,4,0,0,0,0,0,0,0,0,0,0,0
0.254,0.755,6,-9.937,1,0.0435,0.00966,0.824,0.341,0.0526,133.057,311373,4,0,0,0,0,0,0,0,0,0,0,0
0.299,0.954,9,-5.693,1,0.305,0.00528,0.000103,0.0907,0.435,185.233,141360,4,0,0,1,0,0,0,0,0,0,0,0
0.436,0.653,11,-7.046,0,0.0736,0.00022,0.854,0.0993,0.258,139.972,292681,4,0,0,0,0,0,0,0,0,0,0,0
0.542,0.965,8,-3.591,0,0.244,0.0408,0,0.737,0.0872,150.083,269600,4,0,0,0,0,0,0,0,0,0,0,0
0.558,0.125,10,-12.647,1,0.0501,0.911,0.32,0.104,0.14,121.988,505560,4,0,0,0,0,0,0,0,0,0,0,0
0.199,0.117,7,-22.377,1,0.0416,0.896,0.93,0.0958,0.0541,65.577,187917,4,0,0,0,0,0,0,0,0,0,0,0
0.29,0.996,6,-5.375,1,0.179,7.89E-06,0.000143,0.18,0.0414,123.732,165707,4,0,0,0,0,0,0,0,0,0,0,0
0.293,0.47,10,-16.454,1,0.0512,0.0584,0.877,0.143,0.0757,120.341,170845,4,0,0,0,0,0,0,0,0,0,0,0
0.781,0.48,11,-10.992,1,0.0364,0.815,0.00928,0.0808,0.884,98.02,156507,4,0,0,0,0,0,0,0,0,0,0,0
0.281,0.954,1,-8.44,1,0.15,0.000482,0.0069,0.34,0.141,169.889,501360,5,0,0,0,0,0,0,0,0,0,0,0
0.307,0.371,3,-8.498,1,0.0288,0.923,0.0253,0.11,0.189,115.241,255893,3,0,0,0,0,0,1,0,1,0,0,0
0.405,0.99,9,-4.414,1,0.15,1.44E-05,0.048,0.124,0.282,159.053,248147,4,0,0,0,0,0,0,0,1,0,0,0
0.569,0.649,6,-6.169,1,0.0348,0.226,0,0.238,0.57,94.021,170206,4,0,0,0,0,0,0,0,0,0,0,0
0.12,0.0436,4,-22.044,1,0.0383,0.79,0.889,0.112,0.0361,72.339,192793,4,0,0,0,0,0,0,0,0,0,0,0
0.852,0.731,2,-8.419,1,0.0887,0.0013,0.761,0.333,0.338,99.995,347040,4,0,0,0,1,0,0,0,0,0,0,0
0.423,0.921,7,-1.67,1,0.0734,5.37E-06,0.903,0.179,0.187,131.011,214351,4,0,0,0,1,0,0,0,0,0,0,0
0.179,0.048,6,-28.663,1,0.0469,0.889,0.974,0.0775,0.0278,72.93,148813,4,0,0,0,0,0,0,0,0,0,0,0
0.586,0.75,11,-8.592,0,0.0515,0.119,0.000171,0.109,0.143,159.967,381200,4,0,0,0,1,0,0,0,1,0,0,0
0.311,0.959,6,-5.104,0,0.107,0.000505,0.00012,0.328,0.336,149.406,251512,3,0,0,0,0,0,0,0,0,0,0,0
0.289,0.901,7,-5.898,1,0.155,0.183,3.42E-05,0.287,0.617,109.135,428520,4,0,0,0,0,0,0,0,1,0,0,0
0.0873,0.902,0,-4.488,1,0.0788,4.51E-06,0.867,0.0996,0.214,86.531,396637,4,0,0,0,0,0,0,0,0,0,0,0
0.308,0.628,2,-10.604,1,0.0347,0.000485,0.891,0.105,0.0991,91.211,303500,3,0,0,0,0,0,0,0,1,0,0,0
0.508,0.257,7,-9.767,0,0.0426,0.69,0.000145,0.176,0.23,159.612,258853,4,0,0,0,0,0,1,0,0,0,0,0
0.504,0.562,8,-14.807,1,0.0489,0.54,5.72E-06,0.97,0.578,97.61,115773,4,0,0,0,0,0,0,0,0,0,0,0
0.679,0.902,8,-3.627,1,0.0303,0.0484,0.155,0.645,0.493,108.995,228653,4,0,0,0,0,0,1,0,1,0,0,0
0.662,0.521,1,-9.635,1,0.0309,0.252,0,0.104,0.383,128.414,151320,3,0,0,1,0,0,0,0,0,0,0,0
0.141,0.0282,7,-30.003,0,0.0454,0.98,0.906,0.104,0.0658,145.22,176391,3,0,0,0,0,0,0,0,0,0,0,0
0.58,0.788,0,-7.577,1,0.0319,0.0226,1.40E-05,0.102,0.898,131.406,206773,4,0,0,0,0,0,0,0,0,0,0,0
0.385,0.1,2,-13.827,1,0.043,0.96,0.198,0.11,0.199,54.041,327307,4,0,0,0,0,0,0,0,0,0,0,0
0.56,0.886,5,-6.835,0,0.0688,0.00941,0.867,0.1,0.393,124.052,324266,4,0,0,0,1,0,0,0,0,0,0,0
0.476,0.868,0,-5.506,1,0.356,0.101,1.89E-05,0.0857,0.643,162.048,234187,4,0,0,0,0,0,1,0,0,0,0,0
0.19,0.0425,10,-26.498,1,0.0475,0.977,0.978,0.094,0.034,67.561,469907,4,0,0,0,0,0,0,0,0,0,0,0
0.186,0.985,3,-4.8,1,0.142,3.85E-06,0.839,0.344,0.144,156.034,331533,4,0,0,0,0,0,0,0,0,0,0,0
0.351,0.771,2,-7.81,0,0.129,0.0857,0.0216,0.123,0.287,170.524,243987,4,0,0,1,0,0,0,0,1,0,0,0
0.269,0.876,0,-2.753,1,0.0543,0.00942,0.674,0.0268,0.41,95.376,183600,4,0,0,0,0,0,0,0,1,0,0,0
0.307,0.0242,1,-28.599,0,0.038,0.979,0.962,0.204,0.474,106.994,166830,4,0,0,0,0,0,0,0,0,0,0,0
0.72,0.709,9,-6.063,1,0.032,0.0278,0,0.358,0.476,108.012,178056,4,0,0,0,0,0,0,0,1,0,0,0
0.131,0.146,9,-24.477,0,0.0466,0.991,0.889,0.097,0.146,182.395,136028,3,0,0,0,0,0,0,0,0,0,0,0
0.317,0.277,10,-14.86,1,0.0326,0.886,0.95,0.101,0.0391,140.004,254280,4,0,0,0,0,0,0,0,0,0,0,0
0.598,0.834,5,-3.228,1,0.157,0.432,0,0.611,0.883,84.046,246039,4,0,0,0,0,0,0,0,0,0,0,0
0.631,0.358,3,-9.07,1,0.0255,0.774,3.84E-05,0.107,0.185,132.013,192053,4,0,0,0,0,0,1,0,1,0,0,0
0.491,0.839,6,-9.186,0,0.0897,0.00104,0.0841,0.113,0.271,160.248,172240,4,0,0,0,0,0,0,0,0,0,0,0
0.63,0.62,4,-9.633,1,0.0331,0.274,0.852,0.15,0.585,109.983,172378,4,0,0,1,0,0,1,0,0,0,0,0
0.231,0.944,4,-3.135,1,0.106,4.04E-06,0.798,0.0632,0.155,114.928,196653,4,0,0,0,0,0,0,0,0,0,0,0
0.481,0.95,10,-5.701,0,0.0817,2.65E-06,0.723,0.185,0.265,107.486,289440,4,0,0,0,0,0,0,0,0,0,0,0
0.878,0.757,2,-7.239,1,0.0541,0.00539,1.36E-06,0.0774,0.746,95.869,367280,4,0,0,0,0,0,0,0,0,0,0,0
0.431,0.0164,7,-18.642,1,0.114,0.995,0.927,0.111,0.404,64.702,162427,5,0,0,0,0,0,0,0,0,0,0,0
0.0777,0.083,0,-27.513,1,0.0436,0.93,0.707,0.0843,0.0394,175.335,128672,3,0,0,0,0,0,0,0,0,0,0,0
0.405,0.95,2,-3.644,1,0.0482,0.000785,0.0368,0.323,0.568,169.903,232268,4,0,0,1,0,0,1,0,1,0,0,0
0.772,0.769,1,-5.135,1,0.0465,0.00233,0.724,0.0802,0.211,135.976,312353,4,0,0,0,1,1,0,0,0,0,0,0
0.86,0.516,9,-7.52,0,0.288,0.343,0.833,0.239,0.236,127.902,605625,4,1,0,0,1,0,0,0,0,0,0,0
0.471,0.947,10,-5.902,0,0.0643,3.37E-05,0.268,0.0953,0.296,140.047,305307,4,0,0,0,0,0,0,0,0,0,0,0
0.771,0.695,2,-9.989,1,0.0627,0.00011,0.675,0.0359,0.597,123.996,375484,4,0,0,0,1,0,0,0,0,1,0,0
0.913,0.261,10,-16.584,0,0.0664,0.21,0,0.0768,0.802,89.986,235102,4,1,1,0,0,1,0,0,1,0,0,0
0.634,0.433,2,-8.018,1,0.0256,0.864,0.00858,0.102,0.268,101.791,191671,4,0,0,0,0,0,0,0,0,0,0,0
0.495,0.756,4,-5.734,0,0.655,0.0409,2.67E-05,0.102,0.217,87.396,219429,4,0,0,0,1,0,0,0,0,1,0,0
0.73,0.534,8,-5.304,1,0.0442,0.0236,0.000934,0.149,0.534,135.947,284133,4,1,0,0,0,0,0,0,0,0,0,0
0.641,0.721,11,-6.788,0,0.0451,0.413,7.15E-06,0.246,0.753,67.055,183333,4,0,0,0,0,0,0,1,0,0,0,0
0.84,0.637,4,-7.457,0,0.035,0.142,0.831,0.127,0.117,124.003,404547,4,1,0,0,0,0,0,0,0,0,0,0
0.533,0.246,9,-16.585,1,0.0466,0.907,0.894,0.112,0.0886,87.016,145402,4,1,0,0,0,0,0,0,0,0,0,0
0.629,0.73,1,-4.341,0,0.0353,0.148,9.78E-06,0.0943,0.232,140.053,207470,4,0,0,0,1,0,0,0,0,1,0,0
0.68,0.225,5,-11.999,1,0.0543,0.956,6.38E-05,0.12,0.832,102.481,171760,4,0,0,0,0,0,0,0,0,0,0,0
0.701,0.498,7,-9.941,0,0.0407,0.165,6.93E-06,0.143,0.588,74.998,191280,4,0,0,0,0,0,0,0,0,0,0,0
0.781,0.828,8,-8.28,0,0.0509,0.447,0.849,0.0862,0.708,135.022,203817,4,0,0,1,1,0,0,0,0,1,0,0
0.544,0.687,9,-11.681,0,0.0342,0.313,0.826,0.0817,0.153,137.87,239791,4,0,0,0,1,0,0,0,0,0,0,0
0.603,0.497,1,-7.805,1,0.04,0.972,0.916,0.124,0.632,139.889,222981,4,0,0,0,0,0,0,0,0,0,0,0
0.329,0.995,6,-2.836,1,0.069,0.000972,0.855,0.334,0.0685,94.355,222000,4,0,0,0,0,0,0,0,0,0,0,0
0.535,0.909,8,-5.757,1,0.078,0.000495,0.00456,0.264,0.376,105.006,220071,3,0,0,0,0,0,0,0,0,0,0,0
0.48,0.94,9,-4.029,1,0.0682,0.000777,0.677,0.173,0.628,99.987,187333,4,0,0,0,0,0,0,0,1,0,0,0
0.656,0.783,5,-8.09,0,0.102,0.0592,0.191,0.371,0.577,119.989,278253,4,0,0,0,0,0,1,0,1,0,0,0
0.662,0.913,1,-5.524,1,0.0739,0.0122,0.000251,0.732,0.396,131.98,172727,4,0,0,0,0,0,0,0,0,0,0,0
0.393,0.114,9,-27.79,1,0.0365,0.993,0.888,0.147,0.385,129.119,225011,4,0,0,0,0,0,0,0,0,0,0,0
0.351,0.968,0,-4.62,1,0.0821,0.00973,7.35E-05,0.126,0.311,164.989,207275,4,0,0,0,0,0,0,0,0,0,0,0
0.43,0.583,0,-8.461,1,0.0643,0.156,0.00595,0.46,0.33,126.264,401893,4,0,0,0,0,0,1,0,1,0,0,0
0.36,0.958,9,-4.28,1,0.0694,0.0313,0.348,0.103,0.331,83.035,213187,4,0,0,0,0,0,0,0,0,0,0,0
0.439,0.219,9,-17.192,1,0.0429,0.99,0.93,0.114,0.226,75.348,183971,3,0,0,0,0,0,0,0,0,0,0,0
0.394,0.977,1,-5.53,1,0.0662,0.00446,0.926,0.11,0.217,130.011,533787,4,0,0,0,0,0,0,0,0,0,0,0
0.547,0.741,7,-8.787,1,0.125,0.338,0,0.0602,0.495,120.875,137853,4,0,0,0,0,0,0,0,0,0,0,0
0.522,0.936,4,-5.524,0,0.049,0.00107,0.164,0.054,0.915,75.014,309795,4,0,0,0,0,0,0,0,1,0,0,0
0.263,0.982,1,-2.909,1,0.108,2.72E-06,0.68,0.338,0.151,116.286,340453,3,0,0,0,0,0,0,0,0,0,0,0
0.253,0.98,7,-4.267,0,0.131,7.77E-05,0.0181,0.243,0.417,135.091,174320,4,0,0,0,0,0,0,0,0,0,0,0
0.461,0.802,0,-4.448,1,0.0325,0.112,0,0.116,0.342,144.518,221333,4,0,0,0,0,0,0,0,0,0,0,0
0.481,0.609,9,-7.57,0,0.0317,0.000701,0.00435,0.0967,0.198,119.758,311360,4,0,0,0,0,0,0,0,1,0,0,0
0.852,0.655,5,-11.498,0,0.0645,0.107,2.07E-05,0.137,0.952,115.962,279360,4,1,0,0,0,0,0,0,0,0,0,0
0.457,0.969,11,-3.944,0,0.0768,0.00216,0.0239,0.0561,0.283,90.095,153533,4,0,0,0,0,0,0,0,0,0,0,0
0.357,0.968,11,-4.238,1,0.17,0.00073,0.506,0.0611,0.469,127.495,241013,3,0,0,0,0,0,0,0,0,0,0,0
0.771,0.636,4,-6.9,0,0.0738,0.000186,0.403,0.273,0.636,104.013,233230,4,0,0,0,0,0,0,0,0,0,0,0
0.439,0.652,8,-5.22,1,0.0827,0.039,0,0.384,0.379,160.931,213168,4,0,0,0,0,0,0,0,0,0,0,0
0.167,0.992,4,-5.917,1,0.0925,1.08E-05,0.00412,0.327,0.173,170.159,199387,4,0,0,0,0,0,0,0,0,0,0,0
0.47,0.882,6,-3.906,1,0.0638,0.00347,1.62E-06,0.372,0.328,164.04,199680,4,0,0,0,0,0,0,0,1,0,0,0
0.635,0.619,11,-7.596,0,0.0376,0.0308,0.15,0.144,0.429,92.995,230323,4,0,0,0,0,0,0,0,0,0,0,0
0.856,0.932,1,-3.702,1,0.604,0.628,0,0.492,0.693,86.536,138223,5,0,0,0,0,0,0,0,0,0,0,0
0.746,0.401,5,-10.559,0,0.0341,0.23,0.716,0.0815,0.153,113.36,225867,5,0,0,0,1,0,0,0,0,0,0,0
0.467,0.645,1,-7.614,0,0.0364,0.101,0.00524,0.144,0.71,127.947,201707,3,0,0,1,0,0,1,0,1,0,0,0
0.0806,0.157,0,-19.48,0,0.0441,0.928,0.858,0.105,0.0326,172.835,163733,3,0,0,0,0,0,0,0,0,0,0,0
0.598,0.853,9,-5.373,1,0.0546,0.132,0.00298,0.132,0.315,122.012,191396,1,0,0,0,0,0,0,0,1,0,0,0
0.539,0.00825,7,-33.836,1,0.053,0.995,0.963,0.0749,0.42,129.066,192000,3,0,0,0,0,0,0,0,0,0,0,0
0.487,0.886,4,-1.27,0,0.0548,0.00284,0.000512,0.221,0.473,137.895,310220,4,0,0,0,0,0,0,0,0,0,0,0
0.232,0.65,9,-9.765,1,0.0428,1.02E-05,0.855,0.141,0.172,115.046,300000,4,0,0,0,0,0,0,0,0,0,0,0
0.481,0.496,8,-7.421,1,0.0262,0.588,0,0.132,0.453,89.839,251819,4,0,0,0,0,0,0,0,1,0,0,0
0.69,0.329,7,-9.817,1,0.0745,0.00261,0.792,0.312,0.622,140.012,172367,4,1,0,0,0,0,0,0,0,0,0,0
0.324,0.943,2,-0.957,1,0.0747,0.000432,0.905,0.319,0.274,162.047,254815,4,0,0,0,1,0,0,0,0,0,0,0
0.526,0.966,2,-0.902,1,0.3,0.0257,0.000195,0.336,0.221,185.083,189405,4,0,0,0,0,0,0,0,0,0,0,0
0.329,0.478,1,-8.631,1,0.0304,0.0901,0.57,0.0828,0.0738,111.821,174413,4,0,0,0,0,0,0,0,0,0,0,0
0.563,0.916,6,-6.716,0,0.111,0.000509,0.759,0.0686,0.192,112.249,143016,4,0,0,0,0,0,0,0,0,0,0,0
0.15,0.963,0,-4.583,1,0.119,2.65E-05,0.000778,0.11,0.123,143.391,260565,4,0,0,0,0,0,0,0,0,0,0,0
0.48,0.0161,2,-28.364,0,0.0498,0.944,0.863,0.114,0.549,127.938,179787,3,0,0,0,0,0,0,0,0,0,0,0
0.811,0.726,2,-6.726,1,0.323,0.362,1.88E-06,0.121,0.57,150.061,235897,4,1,1,0,0,0,0,0,0,0,0,0
0.251,0.00336,2,-38.793,0,0.0435,0.92,0.0234,0.119,0.0483,119.827,152673,3,0,0,0,0,0,0,0,0,0,0,0
0.68,0.791,5,-4.34,0,0.0464,4.99E-05,0.883,0.137,0.434,123.973,317419,4,0,0,0,1,0,0,0,0,0,0,0
0.196,0.102,4,-21.171,0,0.0406,0.983,0.887,0.0867,0.062,170.351,105400,3,0,0,0,0,0,0,0,0,0,0,0
0.524,0.99,7,-1.999,1,0.396,0.0225,0.000102,0.103,0.178,179.95,216000,4,0,0,0,0,0,0,0,0,0,0,0
0.23,0.897,3,-5.595,0,0.104,0.000683,0.0718,0.178,0.047,107.402,239794,4,0,0,0,0,0,0,0,0,0,0,0
0.797,0.0832,11,-12.673,1,0.203,0.484,0.81,0.239,0.51,160.048,131000,4,1,0,0,0,0,0,0,0,0,0,0
0.753,0.817,0,-4.553,1,0.295,0.00715,0.0133,0.058,0.861,104.982,234386,4,0,0,0,0,0,0,0,0,0,0,0
0.525,0.567,0,-7.263,0,0.176,0.0877,0,0.0774,0.685,96.926,172500,4,0,0,0,0,0,0,0,0,0,0,0
0.449,0.915,6,-4.971,0,0.0944,7.74E-06,0.00284,0.296,0.275,136.036,168667,4,0,0,0,0,0,0,0,0,0,0,0
0.733,0.752,6,-3.472,0,0.034,0.263,0,0.157,0.763,87.996,245065,4,1,0,0,0,0,0,0,0,0,0,0
0.812,0.739,1,-6.967,1,0.228,0.0788,0,0.123,0.715,147.933,155933,4,1,1,0,0,0,0,0,0,0,0,0
0.651,0.941,10,-3.542,1,0.147,0.277,2.22E-06,0.163,0.555,89.993,181962,4,1,0,0,0,0,0,0,0,0,0,0
0.736,0.846,7,-5.84,1,0.104,0.0188,0.919,0.0656,0.799,132.098,211222,4,0,0,0,0,0,0,0,0,0,0,0
0.633,0.793,7,-9.983,1,0.33,0.0901,0,0.0739,0.669,164.016,365140,4,0,0,0,0,0,0,0,0,0,0,0
0.0734,0.721,2,-8.16,1,0.29,0.000305,0.688,0.537,0.0368,82.113,567002,4,0,0,0,0,0,0,0,0,0,0,0
0.125,0.34,11,-12.326,0,0.0308,0.215,0.917,0.0946,0.0346,94.06,267981,4,0,0,0,1,0,0,0,1,0,0,0
0.169,0.00183,0,-39.286,1,0.0475,0.293,0.836,0.117,0.04,122.417,341893,3,0,0,0,0,0,0,0,0,0,0,0
0.166,0.171,5,-27.129,0,0.0355,0.905,0.966,0.13,0.0377,70.005,234000,4,0,0,0,0,0,0,0,0,0,0,0
0.657,0.547,7,-9.693,1,0.0472,0.00715,0.727,0.414,0.0849,144.984,267609,4,0,0,0,0,0,0,0,0,0,0,0
0.164,0.927,1,-5.32,1,0.0624,3.23E-06,0.603,0.0895,0.24,183.484,278760,4,0,0,0,0,0,0,0,0,0,0,0
0.179,0.998,2,-4.387,1,0.243,1.35E-05,0.0387,0.976,0.0579,127.745,130453,4,0,0,0,0,0,0,0,1,0,0,0
0.347,0.946,8,-5.698,0,0.0766,3.71E-05,0.00037,0.242,0.335,160.027,183000,3,0,0,0,0,0,1,0,1,0,0,0
0.507,0.665,0,-7.598,1,0.0474,0.0144,0,0.0759,0.4,126.879,213338,4,0,0,0,1,0,0,0,0,1,0,0
0.7,0.925,2,-3.574,1,0.493,0.0475,0,0.13,0.676,93.456,159779,4,1,1,0,0,0,0,0,0,0,0,0
0.624,0.407,7,-8.087,1,0.0243,0.543,0.0129,0.0971,0.709,96.527,181069,4,0,0,0,0,0,0,0,0,0,0,0
0.376,0.971,0,-3.874,1,0.0587,4.25E-05,5.44E-05,0.0695,0.253,182.131,212107,4,0,0,0,0,0,0,0,1,0,0,0
0.545,0.836,6,-4.029,1,0.0281,1.04E-05,0.000129,0.413,0.449,105.925,209480,4,0,0,1,0,0,0,0,1,0,0,0
0.418,0.145,9,-19.976,1,0.0345,0.983,0.853,0.094,0.282,112.523,221800,3,0,0,0,0,0,0,0,0,0,0,0
0.413,0.82,8,-6.35,1,0.0514,0.000651,0.864,0.112,0.292,130.156,435693,4,0,0,0,0,0,0,0,0,0,0,0
0.685,0.735,4,-6.337,0,0.0334,0.191,0.038,0.188,0.385,94.035,190827,3,0,0,1,0,0,1,0,0,0,0,0
0.529,0.273,7,-9.763,0,0.0339,0.782,0.0339,0.0915,0.349,65.237,203933,4,0,0,0,0,0,0,0,0,0,0,0
0.835,0.828,4,-4.512,0,0.0949,0.00235,0.743,0.0602,0.178,107.995,320280,4,0,0,0,1,0,0,0,0,1,0,0
0.359,0.703,6,-12.367,1,0.171,0.0664,0.873,0.137,0.474,104.246,409429,3,0,0,0,1,0,0,0,0,0,0,0
0.706,0.631,0,-7.711,1,0.0553,0.158,0.000607,0.0374,0.424,160.064,176250,4,0,0,0,0,0,1,0,1,0,0,0
0.423,0.987,3,-3.65,1,0.122,3.62E-06,0.503,0.348,0.339,75.001,280227,4,0,0,0,0,0,0,0,0,0,0,0
0.44,0.969,0,-6.271,1,0.0753,1.10E-05,0.0499,0.354,0.207,162.101,319840,4,0,0,0,0,0,0,0,0,0,0,0
0.624,0.664,1,-5.114,1,0.302,0.266,0,0.105,0.715,139.948,179984,5,0,0,1,0,0,0,0,0,0,0,0
0.427,0.396,11,-7.556,1,0.0366,0.736,0,0.11,0.306,70.368,284780,4,0,0,0,0,0,0,0,0,0,0,0
0.838,0.314,9,-12.383,0,0.415,0.229,0,0.0945,0.384,73.974,212432,4,1,1,0,0,0,0,0,0,0,0,0
0.355,0.62,7,-7.702,0,0.0423,0.455,0.898,0.18,0.0777,105.709,180493,4,0,0,1,1,0,0,0,0,0,0,0
0.712,0.664,11,-8.026,1,0.0345,0.0416,0.000104,0.0668,0.781,122.014,204514,4,0,0,0,1,0,0,0,0,1,0,0
0.553,0.89,0,-4.879,1,0.0413,0.123,0,0.139,0.674,87.871,169758,4,0,0,1,0,0,0,0,0,0,0,0
0.382,0.175,7,-15.74,1,0.0354,0.982,0.933,0.111,0.0716,131.525,213414,4,0,0,0,0,0,0,0,0,0,0,0
0.531,0.967,5,-4.506,0,0.0863,1.47E-05,0.883,0.116,0.345,146,230133,4,0,0,0,0,0,0,0,0,0,0,0
0.617,0.296,1,-13.128,1,0.0315,0.837,0.000396,0.144,0.369,102.074,216000,4,0,0,0,0,0,1,0,1,0,0,0
0.577,0.447,6,-11.342,1,0.0312,0.554,0.0836,0.116,0.261,81.005,261640,4,0,0,0,0,0,1,0,0,0,0,0
0.468,0.733,10,-6.362,1,0.0286,0.00495,0,0.0788,0.495,154.981,241685,4,0,0,0,0,0,0,0,0,0,0,0
0.657,0.388,1,-11.418,1,0.389,0.599,0,0.655,0.825,149.156,316547,4,0,0,0,0,0,0,0,0,0,0,0
0.687,0.95,6,-2.207,1,0.05,0.00168,0.0909,0.137,0.754,125.995,251429,4,0,0,0,1,0,0,0,0,0,0,0
0.949,0.525,1,-7.096,1,0.169,0.00716,0,0.101,0.26,100.068,155500,4,1,1,0,0,0,0,0,0,0,0,0
0.514,0.964,6,-6.78,1,0.0992,8.30E-05,0.196,0.137,0.404,97.492,205667,4,0,0,0,0,0,0,0,0,0,0,0
0.283,0.989,2,-4.502,1,0.124,0.0404,0.00154,0.74,0.0437,95.197,178880,4,0,0,0,0,0,0,0,0,0,0,0
0.38,0.95,8,-3.729,1,0.113,0.000104,0.0306,0.487,0.0399,144.959,163101,4,0,0,0,0,0,0,0,0,0,0,0
0.281,0.0576,2,-23.794,0,0.0458,0.979,0.0123,0.067,0.0648,87.967,299533,4,0,0,0,0,0,0,0,0,0,0,0
0.53,0.504,5,-6.71,1,0.0251,0.101,0.000633,0.106,0.56,77.295,231640,4,0,0,0,0,0,0,0,0,0,0,0
0.663,0.966,10,-2.369,0,0.276,0.0481,0,0.308,0.36,124.1,197794,4,0,0,0,1,0,0,0,0,1,0,0
0.7,0.487,11,-5.437,0,0.0486,0.208,0,0.11,0.363,143.964,215020,4,0,0,0,0,0,1,0,1,0,0,0
0.466,0.747,7,-8.305,0,0.0622,0.624,0.0524,0.0823,0.645,189.367,221198,4,0,0,0,0,0,0,0,1,0,0,0
0.209,0.0582,0,-19.603,1,0.0446,0.962,0.919,0.103,0.125,119.94,254333,4,0,0,0,0,0,0,0,0,0,0,0
0.679,0.849,5,-5.384,0,0.0699,0.00438,0.00203,0.234,0.604,134.973,285778,4,0,0,0,0,0,0,0,1,0,0,0
0.676,0.834,4,-5.357,0,0.0526,0.0044,0.0906,0.0573,0.625,122.02,288341,4,0,0,1,0,0,0,0,0,0,0,0
0.474,0.968,9,-1.852,1,0.0689,0.00675,0.0217,0.405,0.141,126.043,275160,4,0,0,0,0,0,0,0,0,0,0,0
0.735,0.866,2,-4.47,1,0.033,0.139,0.00737,0.0668,0.643,128.044,150000,4,0,0,0,0,0,0,0,0,0,0,0
0.394,0.871,8,-7.862,1,0.0986,0.000512,0.412,0.456,0.121,125.309,80666,4,0,0,0,0,0,0,0,0,0,0,0
0.704,0.844,5,-9.378,1,0.0308,4.68E-05,0.442,0.266,0.656,123.011,326632,4,0,0,1,0,0,0,0,1,0,0,0
0.208,0.362,1,-13.379,0,0.0334,0.0263,0.759,0.173,0.0368,97.247,761983,4,0,0,0,0,0,0,0,0,0,0,0
0.621,0.566,1,-5.618,0,0.431,0.361,0.0128,0.224,0.82,175.511,116611,4,1,0,0,0,0,0,0,0,0,0,0
0.303,0.657,7,-5.035,0,0.0867,0.0129,5.33E-06,0.343,0.483,170.075,416840,4,0,0,0,0,0,0,0,0,0,0,0
0.795,0.576,6,-4.971,1,0.0289,0.0787,1.01E-05,0.121,0.847,111.975,183861,4,0,0,1,1,0,1,0,1,0,0,0
0.513,0.875,11,-3.364,1,0.0315,0.00316,6.21E-05,0.34,0.812,135.019,158493,4,0,0,0,0,0,1,0,1,0,0,0
0.416,0.989,0,-3.227,0,0.121,2.23E-05,0.0959,0.0371,0.603,194.925,246547,4,0,0,0,0,0,0,0,0,0,0,0
0.271,0.436,3,-6.951,1,0.0301,0.799,0.000154,0.0966,0.192,80.249,245120,3,0,0,0,0,0,0,0,0,0,0,0
