Track Name,Artist,Streams,URL,trackID,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,Label
Donuts,Gzuz,1071981,https://open.spotify.com/track/2nNGV59DJJwk7D5ImGf6uc,2nNGV59DJJwk7D5ImGf6uc,0.782,0.7120000000000001,11,-7.377000000000001,0,0.233,0.0919,9.329999999999999e-05,0.0818,0.5720000000000001,141.02100000000002,audio_features,2nNGV59DJJwk7D5ImGf6uc,spotify:track:2nNGV59DJJwk7D5ImGf6uc,https://api.spotify.com/v1/tracks/2nNGV59DJJwk7D5ImGf6uc,https://api.spotify.com/v1/audio-analysis/2nNGV59DJJwk7D5ImGf6uc,162927,4,0
B.I.T.C.H.,Megan Thee Stallion,1012989,https://open.spotify.com/track/06scTb0zbkxYNgpAB3J9fN,06scTb0zbkxYNgpAB3J9fN,0.742,0.731,11,-4.362,0,0.306,0.0851,0.0,0.131,0.547,174.019,audio_features,06scTb0zbkxYNgpAB3J9fN,spotify:track:06scTb0zbkxYNgpAB3J9fN,https://api.spotify.com/v1/tracks/06scTb0zbkxYNgpAB3J9fN,https://api.spotify.com/v1/audio-analysis/06scTb0zbkxYNgpAB3J9fN,183143,4,0
Zu Ende,Samra,831628,https://open.spotify.com/track/0Vl4eICpXMjtiK0RhdaWov,0Vl4eICpXMjtiK0RhdaWov,0.7070000000000001,0.747,8,-5.212000000000001,0,0.27899999999999997,0.307,0.0,0.183,0.491,80.025,audio_features,0Vl4eICpXMjtiK0RhdaWov,spotify:track:0Vl4eICpXMjtiK0RhdaWov,https://api.spotify.com/v1/tracks/0Vl4eICpXMjtiK0RhdaWov,https://api.spotify.com/v1/audio-analysis/0Vl4eICpXMjtiK0RhdaWov,197861,4,0
Kommunikation,Eno,794366,https://open.spotify.com/track/2GdDsXV5v47AZsuwtGjKKy,2GdDsXV5v47AZsuwtGjKKy,0.7709999999999999,0.731,3,-5.3870000000000005,0,0.0534,0.237,3.48e-05,0.217,0.8440000000000001,76.98,audio_features,2GdDsXV5v47AZsuwtGjKKy,spotify:track:2GdDsXV5v47AZsuwtGjKKy,https://api.spotify.com/v1/tracks/2GdDsXV5v47AZsuwtGjKKy,https://api.spotify.com/v1/audio-analysis/2GdDsXV5v47AZsuwtGjKKy,177040,4,0
Juro Que,ROSALÍA,757746,https://open.spotify.com/track/3ZwQCZ2LuYwuQ6R1p1CJ3w,3ZwQCZ2LuYwuQ6R1p1CJ3w,0.645,0.495,11,-6.77,0,0.107,0.845,0.000534,0.33299999999999996,0.627,81.852,audio_features,3ZwQCZ2LuYwuQ6R1p1CJ3w,spotify:track:3ZwQCZ2LuYwuQ6R1p1CJ3w,https://api.spotify.com/v1/tracks/3ZwQCZ2LuYwuQ6R1p1CJ3w,https://api.spotify.com/v1/audio-analysis/3ZwQCZ2LuYwuQ6R1p1CJ3w,170075,4,0
Slow Grenade,Ellie Goulding,790083,https://open.spotify.com/track/5z8uLrYMcUVvzTV28twt44,5z8uLrYMcUVvzTV28twt44,0.758,0.562,9,-6.3020000000000005,1,0.0771,0.0996,0.0,0.0996,0.581,142.035,audio_features,5z8uLrYMcUVvzTV28twt44,spotify:track:5z8uLrYMcUVvzTV28twt44,https://api.spotify.com/v1/tracks/5z8uLrYMcUVvzTV28twt44,https://api.spotify.com/v1/audio-analysis/5z8uLrYMcUVvzTV28twt44,217493,4,0
Nacht zu kurz,Luciano,898062,https://open.spotify.com/track/6rc0vqoHYtF1J79fsIo9ia,6rc0vqoHYtF1J79fsIo9ia,0.778,0.396,7,-10.556,0,0.34299999999999997,0.0736,0.000134,0.0958,0.233,140.89,audio_features,6rc0vqoHYtF1J79fsIo9ia,spotify:track:6rc0vqoHYtF1J79fsIo9ia,https://api.spotify.com/v1/tracks/6rc0vqoHYtF1J79fsIo9ia,https://api.spotify.com/v1/audio-analysis/6rc0vqoHYtF1J79fsIo9ia,245107,4,0
Diana (feat. King Combs),Pop Smoke,1072778,https://open.spotify.com/track/4Tc9PHEoeP17PQj3OOKXPu,4Tc9PHEoeP17PQj3OOKXPu,0.794,0.792,7,-6.888999999999999,1,0.18600000000000003,0.22,0.0,0.0998,0.546,126.994,audio_features,4Tc9PHEoeP17PQj3OOKXPu,spotify:track:4Tc9PHEoeP17PQj3OOKXPu,https://api.spotify.com/v1/tracks/4Tc9PHEoeP17PQj3OOKXPu,https://api.spotify.com/v1/audio-analysis/4Tc9PHEoeP17PQj3OOKXPu,188976,4,0
Graveto - Ao Vivo,Marília Mendonça,690454,https://open.spotify.com/track/3tc8Z4lGzOIwmIVftsxO6o,3tc8Z4lGzOIwmIVftsxO6o,0.7140000000000001,0.632,9,-5.1,1,0.0312,0.292,0.0,0.812,0.402,93.052,audio_features,3tc8Z4lGzOIwmIVftsxO6o,spotify:track:3tc8Z4lGzOIwmIVftsxO6o,https://api.spotify.com/v1/tracks/3tc8Z4lGzOIwmIVftsxO6o,https://api.spotify.com/v1/audio-analysis/3tc8Z4lGzOIwmIVftsxO6o,170877,4,0
Anyone,Demi Lovato,1332519,https://open.spotify.com/track/18ssFhD04lWo1RzpcohnrG,18ssFhD04lWo1RzpcohnrG,0.557,0.387,11,-6.337999999999999,1,0.0374,0.8759999999999999,0.0,0.111,0.317,129.98,audio_features,18ssFhD04lWo1RzpcohnrG,spotify:track:18ssFhD04lWo1RzpcohnrG,https://api.spotify.com/v1/tracks/18ssFhD04lWo1RzpcohnrG,https://api.spotify.com/v1/audio-analysis/18ssFhD04lWo1RzpcohnrG,227813,4,0
Girl,Myke Towers,1020126,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5,43NqTeL8pgBxKHPMiJKUP5,0.733,0.708,6,-4.957,1,0.0937,0.0325,0.000327,0.324,0.6940000000000001,93.021,audio_features,43NqTeL8pgBxKHPMiJKUP5,spotify:track:43NqTeL8pgBxKHPMiJKUP5,https://api.spotify.com/v1/tracks/43NqTeL8pgBxKHPMiJKUP5,https://api.spotify.com/v1/audio-analysis/43NqTeL8pgBxKHPMiJKUP5,186427,4,0
Tunnel Vision (Outro),Pop Smoke,1189267,https://open.spotify.com/track/2SxR5RitJdsG6wINvJLBSD,2SxR5RitJdsG6wINvJLBSD,0.718,0.66,2,-7.39,1,0.325,0.363,0.0,0.159,0.659,142.879,audio_features,2SxR5RitJdsG6wINvJLBSD,spotify:track:2SxR5RitJdsG6wINvJLBSD,https://api.spotify.com/v1/tracks/2SxR5RitJdsG6wINvJLBSD,https://api.spotify.com/v1/audio-analysis/2SxR5RitJdsG6wINvJLBSD,132587,4,0
Enjoy Yourself (feat. Karol G),Pop Smoke,1483136,https://open.spotify.com/track/3NWrHCwvyII4fTx05PN3IO,3NWrHCwvyII4fTx05PN3IO,0.764,0.6759999999999999,11,-6.761,0,0.0927,0.389,0.0,0.215,0.461,97.02,audio_features,3NWrHCwvyII4fTx05PN3IO,spotify:track:3NWrHCwvyII4fTx05PN3IO,https://api.spotify.com/v1/tracks/3NWrHCwvyII4fTx05PN3IO,https://api.spotify.com/v1/audio-analysis/3NWrHCwvyII4fTx05PN3IO,197938,4,0
Infeliz,Arcangel,897903,https://open.spotify.com/track/4z6wo6PJG4Fve45OXK6D9m,4z6wo6PJG4Fve45OXK6D9m,0.713,0.7979999999999999,1,-3.147,1,0.21899999999999997,0.366,4.2999999999999995e-06,0.24600000000000002,0.721,176.07299999999998,audio_features,4z6wo6PJG4Fve45OXK6D9m,spotify:track:4z6wo6PJG4Fve45OXK6D9m,https://api.spotify.com/v1/tracks/4z6wo6PJG4Fve45OXK6D9m,https://api.spotify.com/v1/audio-analysis/4z6wo6PJG4Fve45OXK6D9m,221103,4,0
